State,City,Population,Median_Age,Household_Income,Per_Capita_Income,Poverty_Count
AK,Adak,130,30,76250,21055,52
AK,Akiachak,609,26,34444,11095,209
AK,Akiak,397,25,41250,10510,139
AK,Akutan,801,45,26750,26978,152
AK,Alakanuk,735,21,33750,9521,323
AK,Aleknagik,190,34,42083,23108,25
AK,Allakaket,186,29,27250,15277,53
AK,Ambler,299,27,44500,15937,83
AK,Anaktuvuk Pass,290,25,56667,16682,97
AK,Anchor Point,2615,47,50913,29619,271
AK,Anchorage,244563,35,84122.6,40430,21282
AK,Anderson,113,51,97500,54752,3
AK,Angoon,540,43,36000,34954,113
AK,Aniak,668,29,48214,22308,195
AK,Anvik,91,33,35625,19271,15
AK,Arctic Village,167,30,35208,17255,62
AK,Atka,51,31,55000,26500,4
AK,Atqasuk,172,25,61250,20597,33
AK,Barrow,4444,29,82964,31860,481
AK,Beaver,54,49,20000,16602,19
AK,Bethel,7901,28,78404,26474,1318
AK,Big Lake,3494,40,63750,29006,542
AK,Brevig Mission,421,22,33750,8425,246
AK,Buckland,627,23,41932,13288,141
AK,Cantwell,220,50,58594,33227,15
AK,Chalkyitsik,119,34,28750,19081,41
AK,Chefornak,459,22,53750,10535,84
AK,Chevak,1271,27,40855,13690,408
AK,Chignik Lagoon,63,39,86250,40833,9
AK,Chignik Lake,57,48,30000,14637,7
AK,Chugiak,9011,36,103199,43738,729
AK,Circle,108,26,16806,9841,66
AK,Clam Gulch,281,56,42235,36675,35
AK,Cooper Landing,581,40,66801,34781,51
AK,Copper Center,640,31,61000,19982,52
AK,Cordova,3218,49,92396,43770,132
AK,Craig,1971,41,58047,33002,286
AK,Crooked Creek,90,27,31250,15116,44
AK,Deering,152,27,44375,16069,20
AK,Delta Junction,4913,35,75114,34146,463
AK,Denali National Park,834,35,51250,26397,247
AK,Dillingham,2427,32,75563,33093,230
AK,Douglas,2255,36,75577,41057,333
AK,Dutch Harbor,246,30,86000,32382,12
AK,Eagle,99,57,35750,25379,9
AK,Eagle River,28210,32,106166,39251,987
AK,Eek,497,23,33750,10668,129
AK,Egegik,69,52,35000,40920,11
AK,Eielson AFB,3025,24,57464,26631,115
AK,Ekwok,88,28,28750,11545,34
AK,Elim,296,26,39375,13460,73
AK,Elmendorf AFB,7255,23,57613,22859,293
AK,Emmonak,763,26,42813,13271,209
AK,Fairbanks,63293,35,76317.66667,38277,5260
AK,False Pass,68,41,78750,40635,2
AK,Fort Richardson,6477,22,62431,21673,162
AK,Fort Wainwright,8415,23,54526,22746,448
AK,Fort Yukon,560,30,28281,19512,149
AK,Gakona,188,31,30625,23966,65
AK,Galena,473,36,74375,32579,49
AK,Gambell,693,29,34792,16588,296
AK,Girdwood,2233,32,108362,50279,51
AK,Glennallen,618,25,54375,20495,74
AK,Goodnews Bay,210,27,22083,11714,88
AK,Grayling,165,25,25000,11699,72
AK,Gustavus,386,53,61875,39582,14
AK,Haines,2599,46,70091,35619,214
AK,Healy,1106,39,90750,35982,81
AK,Holy Cross,202,34,33125,14149,35
AK,Homer,10332,40,62196,32333,1051
AK,Hoonah,828,46,60625,28857,98
AK,Hooper Bay,1153,20,30972,8832,542
AK,Houston,1633,37,53450,24230,167
AK,Hughes,77,32,34375,15397,22
AK,Huslia,404,28,42500,14104,96
AK,Hydaburg,306,45,31250,16408,92
AK,Iliamna,328,28,44375,18070,66
AK,Indian,289,48,103000,52158,6
AK,Juneau,30179,38,91743,41968,2006
AK,Kake,635,37,51250,18955,97
AK,Kaktovik,181,28,60417,21945,19
AK,Kalskag,255,26,38929,12116,46
AK,Kaltag,165,45,27500,19696,31
AK,Kasigluk,655,25,43500,8469,250
AK,Kasilof,2055,46,67802,30526,219
AK,Kenai,16208,38,60518,32560,1723
AK,Ketchikan,13768,40,67321,33755,1450
AK,Kiana,329,26,43125,17247,106
AK,King Cove,1003,46,66923,31439,159
AK,King Salmon,414,37,95167,37960,28
AK,Kipnuk,659,26,34318,9968,258
AK,Kivalina,678,24,48750,16907,211
AK,Klawock,901,45,48646,24783,210
AK,Kobuk,152,18,52500,13451,60
AK,Kodiak,13041,33,80067,32992,1098
AK,Kotlik,726,25,41667,10794,321
AK,Kotzebue,3355,30,88047,31846,520
AK,Koyuk,248,22,36429,11061,102
AK,Koyukuk,54,33,15417,17041,23
AK,Kwethluk,705,24,44375,12518,185
AK,Kwigillingok,349,26,46250,10590,87
AK,Larsen Bay,42,47,36250,33814,15
AK,Levelock,95,25,25000,15068,25
AK,Lower Kalskag,322,27,33036,10171,118
AK,Manley Hot Springs,80,57,57083,37945,12
AK,Manokotak,818,32,39375,22696,121
AK,Marshall,337,24,30750,11548,118
AK,McGrath,360,37,49375,27452,64
AK,Mekoryuk,217,37,31250,16965,40
AK,Metlakatla,1684,33,57969,22927,224
AK,Minto,223,28,38125,17886,67
AK,Mountain Village,820,25,35893,16892,311
AK,Naknek,509,44,68333,44638,29
AK,Napakiak,389,28,28750,10699,151
AK,Nenana,622,48,55536,26557,142
AK,New Stuyahok,566,25,43750,10515,135
AK,Nightmute,212,27,45000,8693,65
AK,Nikolai,123,33,35417,15533,25
AK,Nikolski,25,40,37500,28056,7
AK,Ninilchik,992,56,51190,30814,101
AK,Noatak,424,26,50000,15146,122
AK,Nome,4208,31,79292,29900,474
AK,Nondalton,154,30,39167,18510,40
AK,Noorvik,579,26,48750,16784,186
AK,North Pole,22804,32,81045,34618,1430
AK,Northway,316,28,50417,17162,111
AK,Nuiqsut,395,25,82813,22481,36
AK,Nulato,276,34,38333,14968,86
AK,Nunapitchuk,726,24,36964,9267,362
AK,Old Harbor,290,29,29063,21409,63
AK,Ouzinkie,186,49,32917,31302,36
AK,Palmer,29293,35,80110,31648,2450
AK,Pelican,94,56,67917,33720,6
AK,Perryville,98,24,40417,11944,37
AK,Petersburg,3275,42,63490,35044,256
AK,Pilot Station,636,23,28214,9409,304
AK,Point Baker,59,50,17981,11959,49
AK,Point Hope,668,28,60417,21644,136
AK,Point Lay,273,20,58750,15801,55
AK,Port Alsworth,157,19,86667,24030,5
AK,Port Lions,214,49,32917,26372,50
AK,Quinhagak,763,29,38393,17486,229
AK,Ruby,188,30,27500,12741,80
AK,Russian Mission,348,23,33542,8442,120
AK,Saint George Island,85,31,56250,24201,4
AK,Saint Marys,663,27,45375,14695,170
AK,Saint Michael,441,20,42813,10945,101
AK,Saint Paul Island,480,40,63571,35855,59
AK,Salcha,1201,41,69706,33883,112
AK,Sand Point,1356,39,68750,32247,242
AK,Savoonga,932,23,37708,9659,402
AK,Scammon Bay,543,18,30833,8835,287
AK,Selawik,813,24,35625,9479,379
AK,Seldovia,436,52,59688,33389,28
AK,Seward,4735,40,73348,30286,499
AK,Shageluk,63,30,12813,21978,24
AK,Shaktoolik,282,27,56875,15500,45
AK,Sheldon Point,134,24,38750,9711,50
AK,Shishmaref,594,26,35000,11877,193
AK,Shungnak,280,23,39688,11155,87
AK,Sitka,8810,39,70765,36617,800
AK,Skagway,1038,43,70673,39376,58
AK,Skwentna,108,59,80089,31914,35
AK,Sleetmute,85,23,46250,13656,35
AK,Soldotna,15516,40,77382,37020,1688
AK,Stebbins,500,24,37679,10650,169
AK,Sterling,3400,45,73654,32431,407
AK,Sutton,1452,51,48382,28095,217
AK,Talkeetna,1412,44,59512,31168,43
AK,Tanacross,128,43,21250,13873,34
AK,Tanana,243,43,47778,22598,19
AK,Teller,227,24,33750,14829,69
AK,Tenakee Springs,147,61,59688,34670,3
AK,Thorne Bay,660,48,50956,31413,56
AK,Togiak,832,25,39063,14274,255
AK,Tok,1617,40,57500,23895,413
AK,Toksook Bay,527,29,52857,15211,112
AK,Trapper Creek,453,41,34844,25617,119
AK,Tuluksak,434,25,24531,15983,266
AK,Tuntutuliak,477,22,35000,10466,179
AK,Tununak,301,27,35000,9493,110
AK,Tyonek,478,39,37375,23717,99
AK,Unalakleet,695,42,65208,28791,93
AK,Unalaska,4563,38,92292,36737,281
AK,Valdez,3925,37,93940,43022,222
AK,Venetie,164,36,26250,13306,86
AK,Wainwright,513,28,71250,24788,69
AK,Wales,159,26,31250,12675,65
AK,Wasilla,60641,34,78559,30300,5682
AK,White Mountain,173,30,38125,18612,53
AK,Whittier,448,34,49583,22977,55
AK,Willow,2614,42,49125,26595,504
AK,Wrangell,2455,49,55742,29861,276
AK,Yakutat,653,38,64583,30730,42
AL,Abbeville,6247,49,40186,22080,1172
AL,Adamsville,7549,42,50271,22356,1276
AL,Addison,2543,46,45074,28345,470
AL,Adger,2896,43,41540,20914,448
AL,Akron,1111,40,36731,20509,344
AL,Alabaster,26215,37,69691,26498,3349
AL,Alberta,999,29,12863,6024,732
AL,Albertville,34041,34,36315,18924,8985
AL,Alexander City,20896,41,36795,20998,4532
AL,Alexandria,5050,38,68654,26893,419
AL,Aliceville,6130,38,30917,15473,1572
AL,Alpine,4668,42,46828,20754,543
AL,Altoona,7651,41,39342,17409,1945
AL,Andalusia,10621,42,42726,23505,1576
AL,Anderson,1836,46,40586,24869,179
AL,Anniston,68685,38,47334.2,24480,12790
AL,Arab,16473,43,45435,25113,2420
AL,Ardmore,5292,37,50315,26372,597
AL,Ariton,2421,46,40598,22058,419
AL,Arley,3470,52,44113,26432,480
AL,Arlington,396,53,29773,14148,110
AL,Ashford,6289,42,40191,21990,887
AL,Ashland,5222,45,32769,21397,1273
AL,Ashville,8023,40,44315,19816,1836
AL,Athens,59020,39,49049,24474,9941
AL,Atmore,18853,38,34985,16745,3914
AL,Attalla,11343,42,40022,19914,1358
AL,Auburn,62586,26,39894.5,27147,18503
AL,Autaugaville,1822,47,29073,25869,371
AL,Axis,1939,41,49767,22863,206
AL,Baileyton,2047,42,31500,18284,450
AL,Banks,1641,41,45982,20795,457
AL,Bankston,1086,53,35588,25519,154
AL,Bay Minette,21660,37,40099,20097,3145
AL,Bayou La Batre,2166,31,31964,14842,759
AL,Bear Creek,1375,35,29901,16589,509
AL,Beatrice,1163,40,20125,13834,472
AL,Beaverton,675,47,52383,31555,177
AL,Belk,95,47,31042,15340,14
AL,Bellamy,397,62,23911,16421,44
AL,Berry,4123,41,38566,19581,1023
AL,Bessemer,71435,41,45863.66667,22841,13582
AL,Billingsley,1350,43,50714,21980,246
AL,Birmingham,497922,37,47633.82759,28961,86640
AL,Black,474,50,44583,27342,72
AL,Blountsville,8399,41,36813,18465,2097
AL,Boaz,25466,38,43906,20076,5330
AL,Boligee,2286,30,14474,8680,1363
AL,Brantley,2342,44,35735,25699,431
AL,Bremen,3455,44,40568,23116,757
AL,Brent,5277,35,35625,9677,467
AL,Brewton,15238,44,35331,19741,3423
AL,Bridgeport,3173,42,33177,21280,754
AL,Brierfield,1387,46,82885,30000,38
AL,Brilliant,1760,43,32000,17729,339
AL,Brookside,352,18,16029,9207,173
AL,Brookwood,4063,38,49854,20817,522
AL,Brownsboro,2779,51,82286,61008,124
AL,Brundidge,4667,42,33169,20289,1053
AL,Bryant,3622,41,50909,26258,620
AL,Buhl,1970,36,55852,23872,304
AL,Butler,4039,48,31480,21279,785
AL,Calera,16714,34,63501,25932,814
AL,Calvert,1268,35,32917,10292,881
AL,Camden,4864,42,33313,18632,1142
AL,Camp Hill,2744,49,31477,17291,699
AL,Carbon Hill,3761,46,33281,18850,868
AL,Carrollton,3032,39,35809,22683,732
AL,Castleberry,2067,48,30196,15739,357
AL,Catherine,283,50,40735,27644,18
AL,Cedar Bluff,4639,47,41053,21923,809
AL,Centre,9864,49,42433,26670,1404
AL,Centreville,5708,46,42393,31156,475
AL,Chancellor,1901,42,61912,28677,162
AL,Chatom,2224,45,38590,24642,325
AL,Chelsea,11043,37,91875,31396,689
AL,Cherokee,4051,46,39934,20970,808
AL,Childersburg,7522,39,38490,19576,1963
AL,Chunchula,5403,42,50855,23247,631
AL,Citronelle,7141,36,44627,18566,1142
AL,Clanton,19775,41,44952.5,24096,3713
AL,Clayton,5109,41,28839,14024,1017
AL,Cleveland,3545,40,41477,19460,615
AL,Clio,2956,39,28125,13007,384
AL,Clopton,497,57,45347,23221,108
AL,Coden,2373,51,46196,23608,462
AL,Coffee Springs,1400,44,34375,20576,377
AL,Coffeeville,1223,42,34598,17690,350
AL,Coker,3181,41,56406,29189,312
AL,Collinsville,7029,39,38080,19012,1636
AL,Columbia,1887,48,34185,21518,379
AL,Columbiana,9161,40,46315,23916,1175
AL,Coosada,1036,42,42750,22251,230
AL,Cordova,5192,43,32168,18419,1333
AL,Cottondale,11144,39,50067,21906,1913
AL,Cottonwood,3900,43,41915,21353,773
AL,Courtland,1743,43,28438,17019,452
AL,Cowarts,1639,38,40139,19844,339
AL,Coy,378,31,21875,11003,181
AL,Cragford,752,39,43005,22233,81
AL,Crane Hill,2218,52,40473,22445,364
AL,Creola,1773,43,51364,23481,279
AL,Cropwell,3936,51,49133,27121,447
AL,Crossville,9483,34,34953,16390,2832
AL,Cuba,1712,41,27418,18012,437
AL,Cullman,43583,39,43024,22887,6446
AL,Cusseta,2490,44,34850,16178,621
AL,Dadeville,8162,51,51670,27404,1295
AL,Daleville,8979,38,40716,21019,1959
AL,Danville,4279,42,48827,23343,477
AL,Daphne,33327,36,69808,31822,3091
AL,Dauphin Island,1262,58,79323,39894,16
AL,Daviston,1730,43,50000,23634,194
AL,Dawson,1112,52,26587,16837,246
AL,Deatsville,12301,39,62346,28501,687
AL,Decatur,64318,39,45551.5,25652,13146
AL,Delta,1310,52,45563,27374,326
AL,Demopolis,8101,39,27377,21295,2098
AL,Detroit,868,35,31477,14325,372
AL,Dickinson,410,49,38531,33626,10
AL,Dixons Mills,1397,33,35664,22208,324
AL,Dolomite,1479,41,41711,19121,247
AL,Dora,7879,42,44179,26241,1068
AL,Dothan,84118,39,46975.66667,26896,15875
AL,Double Springs,4366,47,33617,17048,683
AL,Dozier,1580,45,34926,22011,255
AL,Duncanville,3403,46,49495,25253,215
AL,Dutton,2437,41,35714,15956,415
AL,Eastaboga,4008,40,40620,19497,795
AL,Eclectic,5012,47,52038,28215,609
AL,Eight Mile,13510,34,41913,18957,2783
AL,Elba,8010,44,39361,20018,1595
AL,Elberta,8041,39,46426,22949,1725
AL,Eldridge,1080,43,40000,21096,139
AL,Elkmont,8226,41,49144,24920,1064
AL,Elmore,7377,36,44444,13737,865
AL,Elrod,794,31,39655,22617,93
AL,Emelle,1207,30,37197,16813,158
AL,Empire,4007,44,43633,20255,793
AL,Enterprise,36220,38,54001,28097,5180
AL,Epes,596,45,20753,15842,121
AL,Equality,852,57,47400,29625,28
AL,Estillfork,227,61,32250,23442,43
AL,Ethelsville,1906,45,40673,20133,312
AL,Eufaula,15607,38,34888,19193,4217
AL,Eutaw,4251,50,21819,15261,1450
AL,Eva,3042,44,38333,25113,293
AL,Evergreen,8143,43,28968,15390,2457
AL,Excel,760,32,45278,18071,171
AL,Fackler,663,52,32422,15690,59
AL,Fairfield,11403,37,36211,19116,2753
AL,Fairhope,33251,44,63519,35703,2870
AL,Falkville,8156,42,51000,20890,994
AL,Faunsdale,1048,40,28859,12807,506
AL,Fayette,9619,42,38070,22225,1746
AL,Fitzpatrick,1387,40,44938,38214,232
AL,Five Points,1764,45,42007,21254,545
AL,Flat Rock,3778,51,37600,19716,618
AL,Flomaton,3994,38,36328,19740,1057
AL,Florala,3134,50,31534,19047,618
AL,Florence,64513,42,50611.33333,28157,11723
AL,Foley,28793,44,42170,25113,3878
AL,Forest Home,463,55,36442,23403,107
AL,Forkland,1326,45,30900,18093,300
AL,Fort Deposit,2519,33,37407,20152,548
AL,Fort Mitchell,7011,34,71689,25283,377
AL,Fort Payne,20712,40,38920.5,20604,4065
AL,Fort Rucker,5149,24,65307,21737,667
AL,Fosters,1729,44,56429,27696,150
AL,Franklin,811,44,15341,17586,353
AL,Frankville,460,52,29151,15683,126
AL,Frisco City,4494,39,34722,18035,1441
AL,Fruitdale,796,34,34129,16960,161
AL,Fruithurst,1450,38,34375,24671,375
AL,Fulton,511,48,26250,10484,179
AL,Fultondale,8160,38,54312,26374,1285
AL,Fyffe,5727,37,39103,24912,1084
AL,Gadsden,66184,42,45590.4,23581,12135
AL,Gainestown,685,35,27159,15995,338
AL,Gainesville,680,30,16667,10387,379
AL,Gallant,1035,35,67537,24377,129
AL,Gallion,1831,54,37000,23452,110
AL,Garden City,278,38,31429,20386,104
AL,Gardendale,15688,41,62570,29951,1420
AL,Gaylesville,2947,43,31721,16921,751
AL,Geneva,5851,40,36782,19524,1617
AL,Georgiana,4368,47,33725,16390,1082
AL,Geraldine,1526,40,37614,19215,379
AL,Gilbertown,2107,48,45565,21658,185
AL,Glenwood,948,33,37917,18624,305
AL,Goodwater,4877,45,37991,19349,900
AL,Gordo,5311,42,41305,22859,1032
AL,Gordon,1444,50,34688,19283,313
AL,Goshen,1603,43,43517,23256,281
AL,Grady,1810,47,40250,26931,282
AL,Graham,378,55,25455,16648,113
AL,Grand Bay,16369,35,51517,20734,3398
AL,Grant,5141,45,42667,25894,749
AL,Graysville,2282,48,46745,21115,342
AL,Greensboro,6620,40,29625,19527,1902
AL,Greenville,13361,40,38362,20008,3209
AL,Grove Hill,4701,47,45793,24532,1055
AL,Guin,4781,47,36323,21383,1209
AL,Gulf Shores,13643,53,50737,37030,1829
AL,Guntersville,17035,45,47583,30287,2182
AL,Gurley,7034,43,62313,35436,840
AL,Hackleburg,2012,42,27708,18430,487
AL,Haleyville,12977,44,31781,18277,2611
AL,Hamilton,11540,43,38673,23380,1578
AL,Hanceville,12498,43,38133,19834,2288
AL,Hardaway,102,60,44125,18589,9
AL,Harpersville,1901,50,43013,24714,377
AL,Hartford,5824,43,41821,23647,1385
AL,Hartselle,25256,40,52239,25258,2332
AL,Harvest,21862,37,83457,33863,1248
AL,Hatchechubbee,263,56,32500,30322,91
AL,Hayden,9034,41,51406,22569,886
AL,Hayneville,3560,40,22584,14910,1507
AL,Hazel Green,11782,42,45158,24991,1258
AL,Headland,8594,41,52611,25908,729
AL,Heflin,8657,42,35618,19856,1801
AL,Helena,17286,36,83933,32888,564
AL,Henagar,4623,42,38000,20211,756
AL,Higdon,1540,38,33902,15028,307
AL,Highland Home,1349,37,56797,24202,76
AL,Hillsboro,3449,50,42000,21231,697
AL,Hodges,867,47,36786,24103,67
AL,Holly Pond,3500,34,35092,16591,659
AL,Hollytree,176,44,18304,14224,113
AL,Hollywood,2834,43,44232,18416,390
AL,Honoraville,2199,39,40104,17061,299
AL,Hope Hull,3223,48,46349,25063,784
AL,Horton,5475,37,39282,19919,1533
AL,Houston,1237,43,29205,16749,197
AL,Huntsville,195511,36,58905.7,31919,34835
AL,Hurtsboro,1626,51,32083,17179,360
AL,Huxford,197,46,90524,22055,24
AL,Ider,2074,46,42075,23892,220
AL,Irvington,10569,40,39756,20189,2491
AL,Iuka,9342,49,43530,22273,1379
AL,Jack,1357,43,39423,23209,241
AL,Jackson,9884,40,30000,18427,3063
AL,Jacksons Gap,2986,49,50000,28263,569
AL,Jacksonville,20869,31,47838,23212,3641
AL,Jasper,31728,42,41248.33333,21889,6231
AL,Jemison,8433,38,36040,19713,1881
AL,Jones,748,49,41615,18039,153
AL,Joppa,1584,49,29221,29418,410
AL,Kellyton,1855,52,28189,17556,316
AL,Kennedy,1612,45,36635,32406,117
AL,Killen,13658,44,57748,28969,1244
AL,Kimberly,3001,37,77218,27895,267
AL,Kinston,2245,50,39375,22405,296
AL,Laceys Spring,5480,41,52032,23840,754
AL,Lafayette,5984,47,31939,20829,1088
AL,Lanett,11671,45,36746,23035,2277
AL,Langston,753,51,40417,22019,291
AL,Lapine,1356,50,43750,21428,380
AL,Lawley,253,63,30332,14334,33
AL,Leeds,13938,39,59097,28442,1898
AL,Leesburg,3912,42,51458,25393,498
AL,Leighton,4303,47,39492,21177,491
AL,Lester,1058,43,43594,22491,124
AL,Letohatchee,1195,47,38036,17722,413
AL,Lexington,3235,38,48516,22434,363
AL,Lillian,4754,58,46387,25398,410
AL,Lincoln,7443,44,51010,26950,736
AL,Linden,2698,51,36375,28490,532
AL,Lineville,5438,42,33977,19729,778
AL,Lisman,2007,50,30417,20800,551
AL,Livingston,4798,25,13506,12415,1964
AL,Loachapoka,29,60,41250,21548,10
AL,Lockhart,286,48,31250,19478,47
AL,Locust Fork,1925,48,43000,18437,213
AL,Logan,1093,41,36971,20536,73
AL,Louisville,1491,45,36406,17555,434
AL,Lower Peach Tree,498,37,10781,9946,279
AL,Lowndesboro,1384,51,42045,22838,158
AL,Loxley,9063,41,48698,21720,1076
AL,Luverne,5844,42,39397,21887,995
AL,Lynn,1071,48,41563,20609,157
AL,Madison,74002,37,85523.66667,38366,4709
AL,Magnolia,353,51,45341,135975,55
AL,Magnolia Springs,678,64,50625,36429,71
AL,Maplesville,2945,38,43438,24135,660
AL,Marbury,1898,41,41143,32608,325
AL,Marion,5780,38,25498,13071,2233
AL,Marion Junction,1656,45,29798,20649,409
AL,Maylene,8479,38,80948,34325,598
AL,McCalla,16347,39,74950,30188,835
AL,McIntosh,2897,41,48143,35443,261
AL,McKenzie,1381,47,22412,17466,240
AL,Mentone,1668,53,35096,29655,421
AL,Meridianville,7573,43,83533,38665,574
AL,Midland City,6560,37,41516,23913,1430
AL,Midway,1684,45,24250,18038,514
AL,Millbrook,15527,34,58241,25283,2765
AL,Millport,2893,46,40662,22038,441
AL,Millry,3775,45,40268,20390,571
AL,Minter,924,47,28333,16304,276
AL,Mobile,272503,38,38426.875,23021,55166
AL,Monroeville,10415,40,26172,17650,3390
AL,Montevallo,15152,34,39712,20277,3085
AL,Montgomery,209730,35,44897.41667,23596,44006
AL,Moody,11167,37,60877,29344,790
AL,Morris,4281,47,64950,30193,223
AL,Moulton,14241,40,45010,21731,2385
AL,Moundville,6715,37,49334,24255,899
AL,Mount Hope,1521,39,35769,19077,219
AL,Mount Olive,4984,42,68438,33172,414
AL,Mount Vernon,3238,46,38438,19574,826
AL,Mulga,2889,45,53088,26088,208
AL,Munford,5956,40,48278,23378,906
AL,Muscadine,1234,39,51429,18801,86
AL,Muscle Shoals,17170,42,52331,26638,1878
AL,Myrtlewood,212,50,36042,15133,92
AL,Nauvoo,5850,46,34805,20899,1569
AL,Needham,768,35,30521,24757,122
AL,New Brockton,3584,45,48770,25237,617
AL,New Hope,4801,44,46861,24523,761
AL,New Market,12406,39,61058,28309,1567
AL,Newbern,1179,52,18750,12325,461
AL,Newton,5225,43,52882,25705,618
AL,Newville,1848,43,46750,24716,225
AL,Northport,39621,35,59073,25275,4471
AL,Notasulga,3649,45,39773,21144,735
AL,Oakman,3298,42,39127,19503,563
AL,Odenville,13305,38,60100,24776,895
AL,Ohatchee,6174,42,52560,25195,916
AL,Oneonta,15208,40,48814,24486,2160
AL,Opelika,42318,37,43417,23993,8985
AL,Opp,9647,45,34183,21374,2237
AL,Orange Beach,6560,56,69088,45375,461
AL,Orrville,1561,43,24395,15645,747
AL,Owens Cross Roads,16943,41,105655,46016,539
AL,Ozark,19242,43,42549,23664,3803
AL,Paint Rock,616,38,33333,15036,197
AL,Panola,176,30,51364,12927,17
AL,Pansey,871,50,41696,26258,159
AL,Parrish,3754,40,39777,20467,490
AL,Pelham,24545,39,75730,36979,1142
AL,Pell City,21598,41,45400.5,25022,4088
AL,Pennington,741,43,35144,22703,179
AL,Perdido,1678,40,38661,18192,403
AL,Perdue Hill,214,54,11741,5090,191
AL,Peterman,990,52,18594,14914,291
AL,Phenix City,65979,34,44420.33333,22160,11816
AL,Phil Campbell,5035,42,31381,16902,1346
AL,Piedmont,12667,45,36762,21019,2423
AL,Pike Road,9959,39,103284,40833,598
AL,Pinckard,612,47,34671,26244,113
AL,Pine Apple,819,42,17308,10972,288
AL,Pine Hill,3000,41,28194,15463,887
AL,Pinson,21727,42,64098,28103,2325
AL,Pisgah,3729,45,33074,20838,656
AL,Pittsview,1278,46,27589,20977,246
AL,Plantersville,1121,53,35466,25064,368
AL,Pleasant Grove,10224,41,64761,27254,612
AL,Prattville,47501,37,57316,28824,7140
AL,Quinton,2915,45,39677,21403,604
AL,Ragland,4063,45,36101,18416,790
AL,Rainbow City,9989,40,49455,25780,1594
AL,Rainsville,8168,43,39250,20102,1810
AL,Ralph,1446,40,80500,29236,35
AL,Ramer,1967,52,43566,27017,248
AL,Ranburne,3225,39,47645,22644,277
AL,Randolph,1401,44,65035,23306,108
AL,Red Bay,4204,40,36795,18221,996
AL,Red Level,3295,44,41550,17688,483
AL,Reform,3734,48,27702,19645,868
AL,Remlap,3292,44,46573,19724,304
AL,Repton,2122,46,33617,19572,552
AL,River Falls,57,52,17708,6118,24
AL,Riverside,2007,35,52656,25498,241
AL,Roanoke,11213,42,40246,20737,2060
AL,Robertsdale,14262,40,45248,21457,2172
AL,Rockford,1922,52,39321,23876,172
AL,Rogersville,8469,46,46804,26890,958
AL,Russellville,19873,36,40595.5,19215,5108
AL,Rutledge,510,48,29583,20608,84
AL,Safford,512,31,23750,16241,131
AL,Saint Stephens,932,46,50179,33135,195
AL,Salem,8117,42,58488,27669,1145
AL,Samson,3946,45,29442,17741,1111
AL,Saraland,15348,37,54812,24733,1800
AL,Sardis,796,47,30400,20810,160
AL,Satsuma,6161,43,60609,29646,592
AL,Sawyerville,1518,39,42500,20385,382
AL,Scottsboro,21178,44,41463,22869,3490
AL,Seale,3712,46,50137,24990,886
AL,Section,3983,46,40263,20332,913
AL,Selma,35485,37,28680.5,17652,11066
AL,Seminole,699,54,68958,32583,74
AL,Semmes,20224,38,57686,25014,2362
AL,Sheffield,9007,44,33463,23186,2219
AL,Shelby,3290,46,55769,28252,925
AL,Shorter,2091,47,37621,22564,544
AL,Shorterville,559,54,41061,19166,62
AL,Silas,1777,41,29598,16896,690
AL,Silverhill,3754,44,49265,29068,360
AL,Sipsey,408,39,26875,14716,103
AL,Skipperville,847,51,49938,31764,109
AL,Slocomb,6658,45,43467,21290,1256
AL,Smiths,12097,40,50770,28674,1851
AL,Somerville,6515,46,45592,24375,859
AL,Spanish Fort,13876,40,83399,38730,578
AL,Springville,12159,41,65907,24425,1155
AL,Spruce Pine,1479,48,41917,23928,108
AL,Stanton,171,48,52993,20542,86
AL,Stapleton,1486,44,47279,26334,106
AL,Steele,2674,38,46090,20159,492
AL,Sterrett,5912,36,78460,34291,344
AL,Stevenson,4429,38,33514,17044,1167
AL,Stockton,938,54,41346,26671,196
AL,Sulligent,3915,52,28905,16795,1128
AL,Sumiton,2614,40,34792,21580,654
AL,Summerdale,5416,42,40893,22688,1122
AL,Sweet Water,2905,34,33224,17268,802
AL,Sycamore,493,37,35590,15425,155
AL,Sylacauga,25120,42,36094,19623,5669
AL,Sylvania,1922,34,42298,21280,329
AL,Talladega,26197,42,33757,19979,5158
AL,Tallassee,12713,39,51393,24336,1998
AL,Tanner,2408,40,31507,24102,294
AL,Theodore,24419,39,50720,24012,3902
AL,Thomaston,551,54,24107,23950,127
AL,Thomasville,7177,42,37500,23127,1072
AL,Thorsby,3880,35,50057,20567,602
AL,Tibbie,905,41,30982,15336,308
AL,Titus,2681,39,62184,28420,86
AL,Toney,12666,36,52488,26161,1580
AL,Town Creek,6095,38,51522,23537,711
AL,Townley,865,34,35676,18516,282
AL,Trafford,2943,47,33638,22058,638
AL,Trenton,231,43,45804,15192,38
AL,Trinity,7465,41,53811,26608,1074
AL,Troy,26046,31,37768.5,21937,6774
AL,Trussville,27385,39,81776,35333,1896
AL,Tuscaloosa,120219,31,51493.25,27195,23938
AL,Tuscumbia,18184,41,49532,22999,3013
AL,Tuskegee,7961,46,33223,22040,1906
AL,Tuskegee Institute,4697,22,26924,14746,754
AL,Tyler,1205,49,19938,26414,486
AL,Union Grove,5857,41,51087,22508,731
AL,Union Springs,7454,37,27160,18356,2244
AL,Uniontown,2986,33,18067,13572,1263
AL,Uriah,1380,52,30313,21104,307
