State,City,Population,Median_Age,Household_Income,Per_Capita_Income,Poverty_Count
NC,Casar,1877,48,44844,22881,248
NC,Cashiers,1767,41,45174,25445,356
NC,Castalia,2373,41,42091,21436,395
NC,Castle Hayne,7799,41,46071,23013,1147
NC,Catawba,5892,46,57924,27144,439
NC,Cedar Grove,1780,49,59375,30014,139
NC,Cedar Island,533,36,55958,23109,23
NC,Cerro Gordo,2046,44,53317,23380,406
NC,Chadbourn,6652,42,35746,22578,1721
NC,Chapel Hill,97281,34,79914.33333,47495,12743
NC,Charlotte,888140,34,64492.45833,39087,127960
NC,Cherokee,8127,34,34713,18370,1942
NC,Cherryville,13880,43,44827,22203,1811
NC,Chimney Rock,88,55,30250,35869,9
NC,China Grove,15577,39,50123,26308,2587
NC,Chinquapin,2556,46,54583,26703,477
NC,Chocowinity,7129,48,42380,23798,1367
NC,Claremont,10050,44,51042,24476,1056
NC,Clarendon,2058,44,31172,18250,736
NC,Clarkton,5185,42,30915,17347,1229
NC,Clayton,40116,36,62343,26120,3729
NC,Clemmons,27376,45,80048,37578,1567
NC,Cleveland,5909,43,50904,24469,1037
NC,Climax,3548,46,70440,30504,154
NC,Clinton,27883,39,34521,20523,7389
NC,Clyde,9721,43,43843,24404,1534
NC,Coats,6237,37,44848,20577,1454
NC,Cofield,865,57,40547,20447,191
NC,Coinjock,600,35,46250,27607,39
NC,Colerain,3275,42,31880,19131,485
NC,Colfax,4205,51,82931,40386,185
NC,Collettsville,1247,49,56774,27420,286
NC,Columbia,3934,47,34796,17945,897
NC,Columbus,6809,53,46552,29596,845
NC,Como,1344,45,34028,19401,335
NC,Concord,115455,38,59690,28634,12988
NC,Conetoe,281,51,30625,17764,34
NC,Connellys Springs,12627,43,36669,19972,2647
NC,Conover,22631,40,49950,26136,3848
NC,Conway,2598,47,40134,19902,379
NC,Cooleemee,859,35,32361,17223,267
NC,Corapeake,1572,41,54483,27744,225
NC,Cornelius,27116,41,86027,50952,1559
NC,Corolla,771,61,68125,50026,37
NC,Council,1171,51,38377,22007,221
NC,Cove City,2371,43,63947,28206,282
NC,Cramerton,3314,37,55375,30327,498
NC,Creedmoor,11989,42,61265,28000,870
NC,Creston,1940,49,31912,16970,577
NC,Creswell,1822,49,35000,19533,343
NC,Crouse,3595,43,50975,21818,237
NC,Crumpler,2266,34,45426,20997,503
NC,Cullowhee,10682,22,33623,15416,2622
NC,Currie,2291,46,34242,20877,537
NC,Currituck,1405,53,74167,40379,80
NC,Dallas,17375,41,44495,21286,2829
NC,Danbury,1539,46,47143,21226,151
NC,Davidson,17412,38,114641,51111,1008
NC,Deep Gap,2255,44,46324,24192,275
NC,Deep Run,2898,38,37898,16822,716
NC,Delco,2102,45,47177,24295,198
NC,Denton,8896,47,47222,23946,1307
NC,Denver,19947,44,70968,40046,1308
NC,Dobson,9453,39,37938,19505,2001
NC,Dover,2802,38,34787,21642,969
NC,Drexel,1439,46,34063,20208,362
NC,Dublin,296,34,31806,16591,105
NC,Dudley,10542,37,31068,19461,4040
NC,Dunn,25103,41,36840,21808,5854
NC,Durham,285865,35,58335.375,35978,46411
NC,Eagle Rock,11310,40,95110,43776,519
NC,Eagle Springs,2118,41,28688,17454,303
NC,East Bend,7573,47,43506,23795,942
NC,East Flat Rock,2723,42,32820,19798,583
NC,East Spencer,89,24,21964,9612,61
NC,Eden,23370,43,36740,19722,5185
NC,Edenton,12246,45,41162,23528,2786
NC,Edward,367,49,22619,14776,73
NC,Efland,4391,50,69732,36790,150
NC,Elizabeth City,39577,38,47274,23724,6743
NC,Elizabethtown,10383,38,31547,19083,3170
NC,Elk Park,1861,53,27500,17608,457
NC,Elkin,10693,41,43733,21819,1797
NC,Ellenboro,8054,41,39317,19364,1741
NC,Ellerbe,4381,42,36645,19991,773
NC,Elm City,8508,43,46591,24231,1161
NC,Elon College,14453,26,51660,23373,1864
NC,Emerald Isle,3705,55,65541,42812,247
NC,Enfield,8225,44,31901,15199,2613
NC,Engelhard,2012,40,62750,20987,456
NC,Ennice,1519,57,41607,20861,235
NC,Ernul,1031,50,56563,27698,75
NC,Erwin,7255,44,38464,20393,1233
NC,Etowah,3534,48,49089,26152,132
NC,Eure,1648,47,63914,24446,148
NC,Everetts,64,60,16250,20527,19
NC,Evergreen,1595,44,29545,16948,327
NC,Fair Bluff,1167,52,36389,27952,181
NC,Fairfield,1156,49,30487,13785,18
NC,Fairmont,9712,45,28941,17383,2585
NC,Fairview,9553,44,56630,31146,680
NC,Faison,4405,38,37204,16939,1373
NC,Falcon,245,33,45469,22330,3
NC,Falkland,66,35,42500,12544,8
NC,Farmville,8745,37,39432,21359,1747
NC,Fayetteville,225228,35,43058,24934,42878
NC,Ferguson,1163,57,27792,25823,276
NC,Flat Rock,8843,51,51365,31183,937
NC,Fleetwood,2757,50,69826,31830,299
NC,Fletcher,17533,42,57298,30879,1282
NC,Forest City,20624,42,33662,18284,5059
NC,Fort Bragg,18120,22,41756,17857,1543
NC,Fountain,1586,48,35764,22065,227
NC,Four Oaks,13936,38,51297,22346,2382
NC,Franklin,26544,48,37759,22459,4974
NC,Franklinton,14736,38,50326,24610,2664
NC,Franklinville,4494,34,47878,20466,483
NC,Fremont,4685,44,45335,23156,789
NC,Frisco,976,51,37813,21739,85
NC,Fuquay Varina,44970,39,75413,31263,3864
NC,Garland,4239,34,28014,14197,1568
NC,Garner,47683,38,62047,29752,6080
NC,Garysburg,3487,48,27513,15555,1014
NC,Gaston,2759,49,35605,20269,708
NC,Gastonia,105523,39,45549.33333,24388,19627
NC,Gates,4426,41,54217,22495,632
NC,Gatesville,1441,53,43427,25265,171
NC,Germanton,3750,48,53261,31159,190
NC,Gerton,302,53,27386,23308,39
NC,Gibson,1317,45,33713,16244,398
NC,Gibsonville,12638,40,51271,25715,1957
NC,Glade Valley,916,43,41154,19571,201
NC,Glen Alpine,388,36,37857,19404,36
NC,Glenville,873,53,41372,27760,226
NC,Gloucester,587,42,43152,19291,76
NC,Godwin,3957,34,42372,16782,748
NC,Gold Hill,2847,48,44167,26308,353
NC,Goldsboro,71655,39,41533.5,24133,14102
NC,Goldston,2376,40,54375,20344,600
NC,Graham,29766,42,42491,26910,5637
NC,Grandy,2300,40,55357,22805,290
NC,Granite Falls,20351,44,47868,23653,3135
NC,Granite Quarry,1174,43,48304,23609,167
NC,Grantsboro,2097,42,48214,24779,426
NC,Grassy Creek,762,59,41250,26528,102
NC,Greenmountain,1088,52,33678,22278,191
NC,Greensboro,324167,36,47939.55556,30026,57495
NC,Greenville,115912,28,39659,24057,31861
NC,Grifton,6812,41,35954,18109,1391
NC,Grimesland,6168,40,73854,32252,881
NC,Grover,5598,37,41579,20200,1203
NC,Halifax,3503,45,31225,14494,480
NC,Hallsboro,1552,53,37200,28683,267
NC,Hamilton,517,48,26471,17855,55
NC,Hamlet,12097,39,32805,19695,3138
NC,Hampstead,21002,44,60886,30805,1832
NC,Hamptonville,6112,41,37777,23419,1340
NC,Harbinger,613,56,59861,32975,11
NC,Harkers Island,1447,51,41375,28749,170
NC,Harmony,5054,45,42171,18871,1006
NC,Harrells,1803,52,42147,39304,231
NC,Harrellsville,827,52,39079,18576,53
NC,Harrisburg,17973,40,89798,36583,825
NC,Hatteras,395,69,80260,46067,7
NC,Havelock,22047,26,49542,22810,2734
NC,Haw River,7072,39,46683,24310,885
NC,Hayesville,8387,53,36294,27172,1498
NC,Hays,4045,39,30542,17934,1017
NC,Henderson,41240,39,33417.5,20388,9685
NC,Hendersonville,69446,50,48696.66667,28734,9419
NC,Henrico,1456,63,56667,34355,217
NC,Henrietta,886,39,25946,7097,377
NC,Hertford,11944,49,44468,26200,2302
NC,Hickory,78970,40,47206,25744,11857
NC,Hiddenite,4975,43,41896,18585,1107
NC,High Point,121493,38,41407,22978,22593
NC,High Shoals,507,42,22292,15757,270
NC,Highlands,3746,59,62072,58033,367
NC,Hildebran,1759,36,35703,17973,554
NC,Hillsborough,26135,41,64624,33729,2582
NC,Hobbsville,1088,47,52898,25591,113
NC,Hobgood,1112,50,30200,14666,376
NC,Hoffman,2338,30,26993,8977,827
NC,Hollister,3235,39,26477,20417,1008
NC,Holly Ridge,6712,37,63041,34113,796
NC,Holly Springs,35890,35,96977,35976,1623
NC,Hookerton,1929,47,37163,20390,402
NC,Hope Mills,35723,33,52856,22163,4773
NC,Horse Shoe,2912,50,60583,28874,142
NC,Hot Springs,2033,48,29804,18209,613
NC,Hubert,15668,30,52590,24421,2212
NC,Hudson,11409,45,41354,23152,1840
NC,Huntersville,58993,37,92707,41366,2620
NC,Hurdle Mills,4066,45,56735,28280,567
NC,Indian Trail,35340,38,74925,30346,2202
NC,Iron Station,7665,42,48962,24962,1656
NC,Ivanhoe,1624,42,49811,31196,264
NC,Jackson,2883,42,36856,16292,705
NC,Jackson Springs,2804,49,47500,27216,302
NC,Jacksonville,94440,28,47293.5,23021,12740
NC,Jamestown,17353,41,68428,33546,1255
NC,Jamesville,3247,44,45227,23132,885
NC,Jarvisburg,1610,38,55625,22948,86
NC,Jefferson,4702,48,31734,19269,1254
NC,Jonesville,5824,43,32772,19370,1300
NC,Julian,2728,48,54680,29597,188
NC,Kannapolis,52157,37,47140,23971,8868
NC,Kelford,701,41,20750,17371,126
NC,Kelly,729,51,25917,17348,282
NC,Kenansville,3094,46,37169,20281,346
NC,Kenly,9813,40,45659,21514,1970
NC,Kernersville,53894,42,60085,30666,5933
NC,Kill Devil Hills,11114,44,55700,29035,1282
NC,King,18217,43,47850,24307,2325
NC,Kings Mountain,25493,43,41128,21413,4510
NC,Kinston,40415,44,38303.5,22677,9466
NC,Kittrell,4667,42,39801,22253,740
NC,Kitty Hawk,7304,53,73731,41481,308
NC,Knightdale,26344,35,58866,26806,2112
NC,Knotts Island,2156,48,59071,24938,235
NC,Kure Beach,1869,57,70521,42146,123
NC,La Grange,15139,40,34831,19869,2843
NC,Lake Lure,2285,61,61917,45547,146
NC,Lake Toxaway,2222,49,35288,24091,561
NC,Lake Waccamaw,2598,45,49712,25188,395
NC,Landis,2615,44,53828,26225,337
NC,Lansing,3704,46,38638,18531,752
NC,Lattimore,218,20,33333,4448,67
NC,Laurel Hill,4716,42,35690,17662,887
NC,Laurel Springs,1015,55,30925,18911,100
NC,Laurinburg,25823,38,31069,16523,7473
NC,Lawndale,8100,47,33013,20470,2031
NC,Lawsonville,1199,50,41607,25947,125
NC,Leasburg,1807,44,55096,24467,353
NC,Leicester,12474,40,47693,21595,1894
NC,Leland,32378,44,53141,27034,5192
NC,Lenoir,46589,44,36905,20247,7865
NC,Lewiston Woodville,1523,43,37418,19259,194
NC,Lewisville,13005,47,77044,43484,824
NC,Lexington,77743,42,44046,22572,13516
NC,Liberty,10012,44,44536,22692,1598
NC,Lilesville,2107,44,40587,23414,368
NC,Lillington,20838,34,47038,20336,3827
NC,Lincolnton,38952,42,45358,22380,7897
NC,Linden,4956,41,60116,26182,677
NC,Linwood,5712,36,42431,18219,1542
NC,Littleton,6907,52,40401,26336,1104
NC,Locust,5784,43,53118,25228,718
NC,Louisburg,24308,43,43188,21319,5015
NC,Lowell,3590,41,49391,25968,614
NC,Lowgap,2926,46,34939,21604,502
NC,Lucama,5329,44,47162,21443,702
NC,Lumber Bridge,2583,44,30869,16901,737
NC,Lumberton,53697,35,37322.5,18131,14749
NC,Macclesfield,3399,39,41652,22446,689
NC,Macon,1755,56,41371,28162,441
NC,Madison,11681,47,49823,23902,840
NC,Maggie Valley,11112,54,48425.5,31631,2094
NC,Magnolia,3845,42,38247,15014,1099
NC,Maiden,11527,40,48534,22653,1432
NC,Manns Harbor,1085,37,44188,20193,143
NC,Manson,2404,49,36051,18680,236
NC,Manteo,7161,45,50110,27370,590
NC,Maple Hill,2349,33,53558,20833,292
NC,Marble,2723,48,37866,24394,405
NC,Margarettsville,243,56,46010,26331,25
NC,Marion,30453,42,38906,19926,5520
NC,Mars Hill,9516,38,44159,23134,1498
NC,Marshall,10492,47,37510,22022,1674
NC,Marshallberg,331,60,107614,41546,31
NC,Marshville,10766,41,56108,22972,1016
NC,Marston,1525,27,39353,20623,219
NC,Matthews,75688,41,86680,40534,4152
NC,Maury,185,60,63947,34273,7
NC,Maxton,15321,36,30407,15115,5085
NC,Mayodan,4298,43,33040,20302,866
NC,Maysville,4385,39,47672,29951,831
NC,McAdenville,703,44,53929,34569,68
NC,McLeansville,8514,42,60497,26618,723
NC,Mebane,30391,38,58115,27696,3284
NC,Merritt,1079,49,41250,25278,169
NC,Merry Hill,1464,51,42222,24301,240
NC,Micro,660,41,30125,15941,144
NC,Middlesex,6972,37,39659,18888,1584
NC,Midland,7297,43,54801,27667,1044
NC,Midway Park,6051,24,36534,16593,1706
NC,Mill Spring,4308,46,48147,29826,488
NC,Millers Creek,7029,43,36352,18003,1620
NC,Milton,1691,43,47128,22646,249
NC,Mineral Springs,79,50,61917,27094,15
NC,Misenheimer,342,21,39250,15967,5
NC,Mocksville,26280,44,44609,23289,4606
NC,Moncure,2330,46,56400,29967,187
NC,Monroe,80370,38,53121.5,23338,11616
NC,Mooresboro,7217,46,37298,20087,1701
NC,Mooresville,74227,39,72816,38101,6191
NC,Moravian Falls,3483,51,44674,24299,486
NC,Morehead City,14978,48,51620,35705,2005
NC,Morganton,54339,43,41957,22442,9942
NC,Morrisville,30820,34,93086,43075,1778
NC,Morven,3246,37,30650,13445,1389
NC,Mount Airy,36316,44,36551,21609,6589
NC,Mount Gilead,6327,50,40340,21409,1252
NC,Mount Holly,20421,39,53423,28133,2205
NC,Mount Olive,17369,34,42476,21060,5482
NC,Mount Pleasant,6337,43,58460,27999,509
NC,Mount Ulla,2247,45,57399,28893,165
NC,Moyock,10402,41,82843,31873,682
NC,Murfreesboro,5862,37,29781,18629,1537
NC,Murphy,19088,52,39216,21576,3107
NC,Nags Head,2868,45,56719,37632,243
NC,Nakina,1668,49,39750,38026,164
NC,Nashville,16555,47,50807,26338,2320
NC,Nebo,7929,44,41260,22568,1406
NC,New Bern,66424,42,50425.5,28797,9421
NC,New Hill,1660,39,60577,30338,130
NC,New London,7932,46,45491,24941,785
NC,Newland,9298,48,34914,23010,1343
NC,Newport,21584,44,47286,25649,2647
NC,Newton,27508,40,44213,21908,3570
NC,Newton Grove,5364,41,36053,20153,1195
NC,Norlina,5207,47,36725,21686,1041
NC,North Wilkesboro,20395,41,29613,19970,5528
NC,Norwood,7277,43,42526,24592,858
NC,Oak City,946,50,31992,18569,39
NC,Oak Island,7033,59,58560,38788,560
NC,Oak Ridge,7285,42,108370,45577,156
NC,Oakboro,5468,44,46975,24338,543
NC,Ocean Isle Beach,5736,61,67945,42174,729
NC,Old Fort,6670,47,32301,19973,1673
NC,Olin,2183,43,46127,24504,185
NC,Oriental,2521,64,58438,33813,241
NC,Orrum,2736,43,28958,19719,789
NC,Otto,2807,41,65559,37134,413
NC,Oxford,24609,45,45223,23266,4098
NC,Pantego,1760,40,36493,25774,249
NC,Parkton,7425,35,49677,19460,1505
NC,Parmele,59,58,19167,12268,20
NC,Peachland,2255,48,49444,24352,232
NC,Pelham,3476,50,34348,22363,803
NC,Pembroke,14493,31,28271,15413,4088
NC,Pendleton,649,54,33636,20663,138
NC,Penrose,1346,52,63092,24981,137
NC,Pfafftown,11518,46,70394,36044,1034
NC,Pikeville,12974,37,55673,24153,1214
NC,Pilot Mountain,8141,42,43081,24060,1345
NC,Pine Hall,701,43,52879,24404,18
NC,Pine Level,626,37,42031,24030,77
NC,Pinebluff,2585,35,44225,20818,624
NC,Pinehurst,17205,57,83023,50266,407
NC,Pineola,102,55,47159,24709,22
NC,Pinetops,4904,40,38682,20170,944
NC,Pinetown,2467,45,63125,28832,273
NC,Pineville,11050,39,60760,32170,1254
NC,Piney Creek,727,50,48125,22762,46
NC,Pink Hill,7458,32,35724,18104,1253
NC,Pinnacle,6639,43,46250,24325,806
NC,Pisgah Forest,7401,52,50741,25881,1073
NC,Pittsboro,19776,51,69023,42257,1785
NC,Pleasant Garden,6925,44,57743,25725,699
NC,Pleasant Hill,785,50,34792,18087,294
NC,Plymouth,7592,40,35601,21400,1744
NC,Point Harbor,638,53,61250,30901,28
NC,Polkton,6005,37,43872,14706,643
NC,Pollocksville,2314,45,38015,19466,538
NC,Poplar Branch,669,40,41250,20781,159
NC,Powells Point,958,35,39516,20770,231
NC,Powellsville,248,55,28750,32616,61
NC,Princeton,7769,41,43288,22258,1443
NC,Proctorville,134,46,42708,15757,10
NC,Prospect Hill,1109,46,65208,22470,171
NC,Providence,2114,49,40089,22232,385
NC,Purlear,2129,50,34510,20816,245
NC,Raeford,43211,32,47737,20503,8288
NC,Raleigh,539588,35,68822.4,40877,67721
NC,Ramseur,7380,35,41208,18112,1896
NC,Randleman,16215,42,41999,23568,3008
NC,Red Springs,13240,32,26721,15553,4750
NC,Reidsville,38724,44,41446,22873,7079
NC,Rhodhiss,468,44,32841,17200,128
NC,Rich Square,1933,50,28531,17596,465
NC,Richfield,3240,37,46350,20436,263
NC,Richlands,17724,30,48354,20525,2488
NC,Riegelwood,3648,43,35000,18050,798
NC,Roanoke Rapids,26033,40,34889,21583,6474
NC,Roaring Gap,428,48,48125,26289,22
NC,Roaring River,2707,51,32427,20130,517
NC,Robbins,6523,39,34821,19544,1399
NC,Robbinsville,8110,45,34767,18976,1600
NC,Robersonville,4416,47,35552,19878,948
NC,Rockingham,24831,43,33904,21243,6361
NC,Rockwell,9776,45,48849,22316,1168
NC,Rocky Mount,69270,40,40819,23318,13284
NC,Rocky Point,9854,40,41222,22571,2053
NC,Rolesville,6125,37,96304,34163,156
NC,Ronda,3605,36,52500,21006,276
NC,Roper,2928,48,29590,20530,853
NC,Rose Hill,7221,41,35290,16286,1868
NC,Roseboro,6632,43,41415,25364,1478
NC,Rosman,1313,48,57951,23637,61
NC,Rougemont,7070,47,71518,33848,594
NC,Rowland,9029,40,33707,16804,2602
NC,Roxboro,25647,42,38765,22086,5633
NC,Roxobel,379,58,19583,15090,89
NC,Ruffin,2963,47,42589,22835,469
NC,Rural Hall,9285,41,51846,23938,1055
NC,Rutherford College,494,56,44375,20536,81
NC,Rutherfordton,20288,45,43007,24170,2308
NC,Saint Pauls,11151,40,32652,18370,2308
NC,Salemburg,2638,44,30000,15773,897
NC,Salisbury,77304,39,45096.66667,23405,13515
NC,Salter Path,515,60,53929,43396,35
NC,Saluda,3210,52,51368,26105,414
NC,Sandy Ridge,1852,49,35750,22438,368
NC,Sanford,70957,36,51949,24059,11572
NC,Sapphire,1106,64,58966,38036,84
NC,Saratoga,451,36,47813,18157,80
NC,Scotland Neck,3991,53,32123,29449,1111
NC,Seaboard,1386,55,30474,19534,215
NC,Seagrove,5830,40,40811,18312,769
NC,Sealevel,407,50,57614,20479,32
NC,Selma,17251,36,38141,19481,4437
NC,Semora,1407,49,54800,32375,110
NC,Seven Springs,6684,35,41146,19093,1728
NC,Shannon,6240,29,30674,13570,2282
NC,Sharpsburg,1910,35,24893,17651,615
NC,Shawboro,1118,47,51645,27663,96
NC,Shelby,52755,41,39264.5,22229,11072
NC,Sherrills Ford,6402,47,73454,36876,236
NC,Shiloh,1201,44,41786,23785,84
NC,Siler City,18865,37,37974,21186,4150
NC,Siloam,1251,41,52841,19991,170
NC,Simpson,283,43,52188,27013,26
NC,Sims,2886,45,65481,34607,482
NC,Smithfield,24351,42,42982,21435,4288
NC,Smyrna,540,52,39688,25777,93
NC,Sneads Ferry,10479,31,59049,30174,1520
NC,Snow Camp,5545,42,50471,23671,586
NC,Snow Hill,12749,40,36655,17654,2934
NC,Sophia,6575,44,44786,23010,1011
NC,South Brunswick,12045,45,39170,22543,2325
NC,South Mills,3710,39,76250,28963,141
NC,Southern Pines,14641,49,49969,39287,2094
NC,Southport,19287,57,62524,38534,1319
NC,Sparta,6951,48,34733,20813,1728
NC,Spencer,3003,35,52860,20978,574
NC,Spindale,3703,37,34205,15370,453
NC,Spring Hope,7584,41,40364,21980,1769
NC,Spring Lake,23990,29,45189,22938,4801
NC,Spruce Pine,10119,45,43216,19382,1248
NC,Staley,2470,43,50503,22182,217
NC,Stanfield,5528,37,55154,25268,573
NC,Stanley,14570,43,55682,27831,1483
NC,Stantonsburg,3286,43,42957,21963,582
NC,Star,2952,43,31209,23903,403
NC,State Road,3861,53,43214,32148,387
NC,Statesville,73937,40,45359,23010,12434
NC,Stedman,5863,38,49511,25257,1067
NC,Stella,2457,33,78875,30968,65
NC,Stem,4941,44,65893,24871,161
NC,Stokes,1189,44,61681,27238,21
NC,Stokesdale,7774,41,52032,31842,992
NC,Stoneville,8511,44,50230,23638,1765
NC,Stony Point,5957,42,42021,23518,644
NC,Stumpy Point,143,62,43295,36323,10
NC,Sugar Grove,1901,42,39091,25341,211
NC,Summerfield,15084,43,92624,41628,536
NC,Sunbury,1583,50,50721,25368,141
NC,Sunset Beach,5255,61,53997,32731,583
NC,Supply,12310,53,40359,25894,2251
NC,Swannanoa,10633,37,43089,21275,1699
NC,Swansboro,12062,42,58786,31160,1467
NC,Sylva,17367,43,51769,27911,2747
NC,Tabor City,9822,38,33223,19405,1976
NC,Tar Heel,1582,55,41000,28212,499
NC,Tarawa Terrace,5144,22,35037,15730,597
NC,Tarboro,20624,44,34938,21057,3822
NC,Taylorsville,25835,44,45697,23002,3120
NC,Teachey,2276,47,26934,15446,707
NC,Terrell,1169,59,78179,44898,70
NC,Thomasville,45720,40,42261,22606,7111
NC,Thurmond,1283,49,28269,23849,222
NC,Timberlake,6755,45,53875,27198,507
NC,Tobaccoville,3968,49,50091,29039,360
NC,Todd,2177,37,38636,21168,313
NC,Topton,1003,45,34821,30076,166
NC,Traphill,2041,50,42639,19019,540
NC,Trenton,3692,46,32917,21366,1233
NC,Trinity,14551,45,50021,25295,1522
NC,Troutman,9462,43,57488,29950,1021
NC,Troy,8848,39,41667,19417,2179
NC,Tryon,6370,57,50191,33452,551
NC,Tuckasegee,1722,41,30250,17611,455
NC,Turkey,2124,42,41081,19536,525
NC,Tyner,2054,45,45152,21687,425
NC,Union Grove,1663,46,50179,26898,53
NC,Union Mills,2823,50,31719,17846,1019
NC,Valdese,9071,47,38629,21848,1671
NC,Vale,10503,44,47236,20995,1290
NC,Vanceboro,7677,42,34505,18677,1674
NC,Vandemere,319,56,24115,23148,42
NC,Vass,5333,41,42196,28676,1149
NC,Vilas,3834,46,52241,28313,377
NC,Waco,96,49,21364,14766,34
NC,Wade,2313,42,51892,23597,228
NC,Wadesboro,11256,42,37664,21441,2693
NC,Wagram,2729,41,42924,20577,748
NC,Wake Forest,64368,38,88414,38250,4004
NC,Walkertown,8062,40,47953,24327,1060
NC,Wallace,9767,48,35444,20684,1840
NC,Walnut Cove,9752,48,39239,22409,1594
NC,Walstonburg,2461,35,35343,22993,709
NC,Wanchese,1619,36,46813,22395,77
NC,Warne,1304,44,45380,19388,75
NC,Warrensville,1823,41,31902,16831,533
NC,Warrenton,8200,40,31886,18177,2161
NC,Warsaw,7866,41,35343,16511,1786
NC,Washington,27016,42,38407,23365,6002
NC,Waxhaw,54651,39,106688,45463,2428
NC,Waynesville,20704,50,42500,27844,3270
NC,Weaverville,20897,47,54072,28291,2276
NC,Weldon,2461,37,30080,15607,1000
NC,Wendell,19984,39,57407,25647,2303
NC,West End,9324,45,54986,32544,979
NC,West Jefferson,7247,50,40434,29747,1086
NC,Westfield,3072,55,42115,23218,489
NC,Whitakers,5232,46,41205,20154,1173
NC,White Oak,1786,48,31716,19809,405
NC,Whiteville,19170,40,34935,21163,4791
NC,Whitsett,8643,39,57399,29872,650
NC,Whittier,5654,46,46386,25262,982
NC,Wilkesboro,13458,46,46498,26672,2085
NC,Willard,4758,45,36563,20494,593
NC,Williamston,14109,45,36262,23575,2452
NC,Williston,220,48,62604,26863,18
NC,Willow Spring,16186,36,59879,26516,1664
NC,Wilmington,203209,39,53566.66667,31031,36561
NC,Wilson,59727,39,48651,25462,12794
NC,Windsor,8887,46,27713,17194,1955
NC,Winfall,382,29,25179,23743,167
NC,Wingate,9717,31,47392,18639,1880
NC,Winnabow,6078,37,49357,25971,711
NC,Winston Salem,257032,37,43425.42857,27951,56851
NC,Winterville,24583,38,64147,34262,2363
NC,Winton,3086,42,32778,9677,350
NC,Woodland,2073,45,35067,16071,816
NC,Woodleaf,2182,44,68708,27641,233
NC,Wrightsville Beach,2545,42,80560,69591,149
NC,Yadkinville,14014,43,44362,23012,2551
NC,Yanceyville,5798,43,32325,17537,1758
NC,Youngsville,18791,39,62380,28766,1774
NC,Zebulon,23922,39,55372,26164,3133
NC,Zionville,2018,48,47222,25561,431
NC,Zirconia,3178,43,61837,30375,238
ND,Adams,363,44,47054,36178,50
ND,Alexander,665,28,86000,34311,64
ND,Almont,245,53,51875,27523,11
ND,Ambrose,39,89,19886,52359,4
ND,Amenia,225,54,91250,46799,3
ND,Amidon,120,47,63750,33787,2
ND,Anamoose,554,53,61458,30671,34
ND,Aneta,519,52,48917,31281,35
ND,Argusville,806,38,102344,42769,13
ND,Arnegard,357,40,113125,33018,165
ND,Arthur,489,49,75625,46274,29
ND,Arvilla,310,56,54750,39716,7
ND,Ashley,1024,55,45667,30470,90
ND,Ayr,57,48,56875,37556,6
ND,Baldwin,545,41,91667,39028,23
ND,Balfour,112,58,29323,30171,17
ND,Bantry,23,63,73500,30309,6
ND,Barney,195,39,77500,41292,1
ND,Bathgate,140,49,49107,21921,25
ND,Beach,1328,45,39100,30696,145
ND,Belcourt,6988,28,29618,16266,2421
ND,Belfield,1796,35,71042,34566,128
ND,Benedict,159,57,39375,21635,32
ND,Berlin,181,34,83750,30718,11
ND,Berthold,859,45,64821,34697,55
ND,Beulah,3729,45,83629,40110,220
ND,Binford,389,55,49375,37726,24
ND,Bisbee,202,60,74250,57041,31
ND,Bismarck,89120,36,69346.66667,36425,7274
ND,Bottineau,4002,44,57123,34890,205
ND,Bowbells,531,39,73056,39726,74
ND,Bowdon,299,57,33125,34052,41
ND,Bowman,2316,41,64133,34265,185
ND,Braddock,106,55,38750,28270,22
ND,Brocket,147,40,47292,18505,17
ND,Buffalo,405,46,69028,33284,7
ND,Burlington,1725,30,95395,34500,71
ND,Butte,256,48,40938,27230,51
ND,Buxton,971,36,84583,30688,16
ND,Cando,1356,49,52386,32745,153
ND,Cannon Ball,782,23,32500,11424,373
ND,Carpio,401,40,62212,30226,29
ND,Carrington,2706,49,60265,33576,164
ND,Carson,612,43,44688,34801,93
ND,Cartwright,145,44,76964,64450,16
ND,Casselton,3012,33,71094,29617,92
ND,Cathay,141,49,83250,57330,5
ND,Cavalier,2184,45,60139,35029,72
ND,Cayuga,96,57,53750,55015,4
ND,Center,1069,50,68125,37680,32
ND,Chaseley,41,63,45417,37459,8
ND,Christine,273,47,67813,34749,4
ND,Cleveland,313,57,60357,26408,18
ND,Cogswell,310,54,46528,38870,11
ND,Coleharbor,416,58,68456,53498,9
ND,Colfax,384,36,115625,41571,2
ND,Columbus,243,45,49375,39454,19
ND,Cooperstown,1437,47,54896,30268,126
ND,Courtenay,220,34,89091,33098,37
ND,Crary,418,39,82000,46406,5
ND,Crosby,1140,58,51319,43204,104
ND,Crystal,341,36,53750,24157,7
ND,Cummings,242,56,50938,53800,10
ND,Davenport,407,35,70625,34506,29
ND,Dawson,253,54,66786,31557,28
ND,Dazey,385,38,37375,25003,34
ND,Deering,261,49,65000,39904,16
ND,Denhoff,108,57,71375,43674,22
ND,Des Lacs,367,47,82083,34119,49
ND,Devils Lake,10155,42,54619,33136,1241
ND,Dickey,73,44,58750,29196,11
ND,Dickinson,26309,34,79611,39834,2029
ND,Dodge,329,45,51250,27907,57
ND,Donnybrook,344,37,78750,42118,9
ND,Douglas,352,39,90493,44172,28
ND,Drake,633,42,51250,30673,80
ND,Drayton,966,51,68958,36817,46
