,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count
0,00601,17599.0,38.9,11757.0,7041.0,11282.0
1,00602,39209.0,40.9,16190.0,8978.0,20428.0
2,00603,50135.0,40.4,16645.0,10897.0,25176.0
3,00606,6304.0,42.8,13387.0,5960.0,4092.0
4,00610,27590.0,41.4,18741.0,9266.0,12553.0
5,00612,62566.0,41.4,17744.0,10283.0,29872.0
6,00616,10687.0,43.7,14918.0,9002.0,5364.0
7,00617,24508.0,38.7,17157.0,8762.0,11774.0
8,00622,7405.0,48.4,16727.0,11935.0,4013.0
9,00623,42321.0,41.3,16401.0,9101.0,22008.0
10,00624,23238.0,37.2,16832.0,8072.0,13092.0
11,00627,32936.0,40.1,17579.0,9738.0,15927.0
12,00631,1555.0,48.2,9632.0,7690.0,922.0
13,00637,23610.0,40.9,15736.0,9158.0,11506.0
14,00638,17202.0,40.3,14448.0,8108.0,9961.0
15,00641,28332.0,41.9,16292.0,8305.0,14903.0
16,00646,38008.0,39.4,29160.0,15397.0,12709.0
17,00647,5610.0,47.1,13071.0,7058.0,3551.0
18,00650,14664.0,38.6,16095.0,7698.0,8200.0
19,00652,3681.0,38.8,20564.0,11439.0,1597.0
20,00653,11717.0,38.7,12236.0,7279.0,7737.0
21,00656,19546.0,40.3,14966.0,8327.0,10869.0
22,00659,40978.0,40.7,17770.0,10360.0,18522.0
23,00660,16474.0,45.1,19674.0,11588.0,6476.0
24,00662,41341.0,40.6,16771.0,8883.0,21976.0
25,00664,15396.0,36.3,15401.0,7134.0,9164.0
26,00667,24089.0,43.6,13843.0,7256.0,14529.0
27,00669,26510.0,40.9,12996.0,8236.0,14802.0
28,00670,8797.0,40.1,14456.0,7293.0,4982.0
29,00674,40826.0,41.1,18032.0,10520.0,18834.0
30,00676,37862.0,38.6,13416.0,7893.0,21724.0
31,00677,14569.0,44.6,18333.0,10236.0,7047.0
32,00678,26642.0,39.3,15730.0,9103.0,13864.0
33,00680,48035.0,41.6,14500.0,10277.0,23993.0
34,00682,32820.0,37.3,15315.0,11236.0,17330.0
35,00683,31627.0,42.9,15043.0,9547.0,16122.0
36,00685,38849.0,42.6,14128.0,8080.0,21573.0
37,00687,31785.0,37.0,18739.0,8816.0,15639.0
38,00688,12360.0,40.7,15918.0,8636.0,6151.0
39,00690,5587.0,41.9,18491.0,10644.0,2752.0
40,00692,36218.0,37.6,18076.0,10586.0,17824.0
41,00693,56327.0,40.0,18971.0,10209.0,24547.0
42,00694,88.0,73.1,14375.0,7647.0,42.0
43,00698,37493.0,42.0,14487.0,8139.0,18728.0
44,00703,27137.0,40.2,16532.0,10235.0,13350.0
45,00704,7842.0,36.0,13960.0,7585.0,4461.0
46,00705,23831.0,40.6,18207.0,10172.0,11827.0
47,00707,11240.0,43.5,17489.0,8761.0,5945.0
48,00714,18363.0,38.8,15820.0,7685.0,10346.0
49,00715,3645.0,41.3,12440.0,7579.0,2439.0
50,00716,29191.0,42.2,18514.0,13034.0,14157.0
51,00717,17285.0,36.9,11269.0,9711.0,10048.0
52,00718,26073.0,36.9,18998.0,10107.0,12777.0
53,00719,29684.0,39.0,18401.0,9006.0,13849.0
54,00720,21753.0,37.5,14533.0,7326.0,12103.0
55,00723,17826.0,43.3,14554.0,8723.0,10182.0
56,00725,82822.0,40.4,20374.0,12575.0,34629.0
57,00727,56023.0,38.8,30797.0,15666.0,17736.0
58,00728,40326.0,37.7,18097.0,9181.0,18782.0
59,00729,52244.0,38.9,20508.0,11066.0,21939.0
60,00730,32735.0,41.3,15367.0,10834.0,17834.0
61,00731,13862.0,39.8,16389.0,9432.0,7621.0
62,00735,12749.0,40.7,18947.0,11580.0,5579.0
63,00736,48476.0,41.3,20166.0,12391.0,21635.0
64,00738,31558.0,40.7,19284.0,11081.0,13443.0
65,00739,37380.0,38.5,20619.0,11107.0,15775.0
66,00740,1517.0,36.5,12934.0,7125.0,928.0
67,00741,5168.0,41.0,22766.0,9385.0,2178.0
68,00745,52624.0,40.1,22909.0,10927.0,19531.0
69,00751,22174.0,39.5,16188.0,8951.0,11879.0
70,00754,38636.0,40.1,18594.0,10482.0,17606.0
71,00757,22475.0,37.2,16816.0,10478.0,11045.0
72,00765,8721.0,41.3,16149.0,11211.0,3226.0
73,00766,23931.0,37.8,19595.0,10406.0,11955.0
74,00767,35042.0,41.6,15573.0,8668.0,18314.0
75,00769,39605.0,39.4,19215.0,10328.0,19083.0
76,00771,37705.0,38.0,20332.0,10254.0,17258.0
77,00772,20784.0,37.2,15032.0,7516.0,12014.0
78,00773,18952.0,39.8,19377.0,10434.0,8649.0
79,00775,1480.0,39.1,23092.0,11291.0,615.0
80,00777,40611.0,37.7,18684.0,9220.0,20541.0
81,00778,46852.0,38.3,32708.0,16622.0,14361.0
82,00780,11679.0,38.0,21834.0,14409.0,4591.0
83,00782,18196.0,37.7,13073.0,6996.0,10576.0
84,00783,34240.0,37.9,14476.0,7823.0,19045.0
85,00784,41417.0,37.6,15653.0,9317.0,21515.0
86,00786,249.0,65.8,-666666666.0,13990.0,51.0
87,00791,49551.0,41.3,18595.0,11926.0,22625.0
88,00794,29296.0,35.4,15667.0,7702.0,17589.0
89,00795,45573.0,37.8,20430.0,10164.0,21540.0
90,00901,6540.0,41.3,16929.0,27466.0,2754.0
91,00906,91.0,41.2,101346.0,70076.0,14.0
92,00907,16819.0,48.6,32601.0,38603.0,4426.0
93,00909,5430.0,38.7,17959.0,15141.0,2598.0
94,00911,7617.0,47.8,30978.0,28595.0,2230.0
95,00912,5920.0,42.4,21744.0,15777.0,2455.0
96,00913,8495.0,26.2,5902.0,7158.0,6933.0
97,00915,27534.0,38.9,14048.0,9136.0,16416.0
98,00917,18316.0,45.9,15508.0,13829.0,9395.0
99,00918,16595.0,42.3,23333.0,20852.0,6819.0
100,00920,16698.0,45.0,25433.0,14906.0,5291.0
101,00921,35161.0,38.7,18690.0,12707.0,16019.0
102,00923,24754.0,39.3,14041.0,10907.0,14208.0
103,00924,51699.0,38.2,19303.0,12558.0,23609.0
104,00925,6796.0,34.6,9903.0,10804.0,4145.0
105,00926,99106.0,43.0,33624.0,22687.0,29413.0
106,00927,13503.0,45.9,32932.0,25107.0,3605.0
107,00934,25.0,-666666666.0,-666666666.0,,0.0
108,00936,749.0,72.1,-666666666.0,8875.0,0.0
109,00949,76058.0,39.0,26032.0,12924.0,25943.0
110,00950,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
111,00951,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
112,00952,8467.0,42.3,15434.0,8998.0,3983.0
113,00953,72608.0,37.1,29837.0,14360.0,21593.0
114,00956,68452.0,40.4,23322.0,12226.0,25233.0
115,00957,40738.0,40.2,24438.0,13000.0,15055.0
116,00959,47849.0,40.2,29737.0,15979.0,14152.0
117,00960,2454.0,33.2,-666666666.0,3972.0,19.0
118,00961,31017.0,42.3,28455.0,16714.0,9469.0
119,00962,19864.0,37.1,16135.0,9871.0,10780.0
120,00965,7659.0,41.7,15369.0,11228.0,4083.0
121,00966,16169.0,45.3,51318.0,36677.0,2938.0
122,00968,3368.0,58.1,45811.0,43889.0,498.0
123,00969,43216.0,40.4,51604.0,27897.0,7746.0
124,00971,27449.0,43.6,20604.0,14718.0,10330.0
125,00976,60134.0,39.4,30801.0,16208.0,18527.0
126,00979,15203.0,48.4,34284.0,29494.0,2727.0
127,00982,14514.0,44.3,25935.0,14037.0,5287.0
128,00983,36687.0,41.1,27149.0,13585.0,11804.0
129,00985,32750.0,41.5,24834.0,13531.0,10466.0
130,00987,58583.0,38.7,32967.0,16557.0,14378.0
131,01001,17537.0,45.8,57694.0,33135.0,1557.0
132,01002,30280.0,23.6,52379.0,27657.0,7851.0
133,01003,11131.0,19.9,2499.0,4370.0,57.0
134,01005,5014.0,45.4,70325.0,35334.0,307.0
135,01007,14906.0,43.8,86165.0,39308.0,855.0
136,01008,1272.0,49.9,62750.0,33933.0,89.0
137,01009,384.0,66.2,59440.0,26043.0,171.0
138,01010,3724.0,48.1,86523.0,39077.0,156.0
139,01011,1507.0,39.9,75263.0,30903.0,102.0
140,01012,531.0,43.2,70114.0,37778.0,60.0
141,01013,23026.0,35.0,39868.0,21738.0,4151.0
142,01020,30148.0,44.2,58780.0,30076.0,3173.0
143,01022,2604.0,37.6,43349.0,25748.0,615.0
144,01026,958.0,49.5,51442.0,30925.0,45.0
145,01027,17870.0,44.9,63699.0,34386.0,1773.0
146,01028,16156.0,45.9,85221.0,38320.0,708.0
147,01029,728.0,47.3,50750.0,31970.0,102.0
148,01030,11211.0,45.1,71716.0,33551.0,1057.0
149,01031,1151.0,38.6,41875.0,27940.0,199.0
150,01032,551.0,49.8,78011.0,37424.0,12.0
151,01033,6300.0,45.8,89965.0,40222.0,324.0
152,01034,2313.0,46.9,87045.0,36015.0,186.0
153,01035,5301.0,47.4,58953.0,41575.0,280.0
154,01036,5193.0,49.4,81304.0,39634.0,206.0
155,01037,772.0,46.1,92750.0,31356.0,93.0
156,01038,2897.0,51.4,67096.0,39453.0,112.0
157,01039,1129.0,54.6,80000.0,49565.0,85.0
158,01040,40362.0,35.2,37954.0,22625.0,11228.0
159,01050,2334.0,43.7,68869.0,31233.0,165.0
160,01053,1658.0,53.2,62222.0,31413.0,309.0
161,01054,1997.0,50.9,87174.0,46486.0,120.0
162,01056,21331.0,44.4,67715.0,33247.0,1195.0
163,01057,8801.0,46.3,78986.0,35989.0,501.0
164,01060,15729.0,34.3,57485.0,36152.0,1962.0
165,01062,10587.0,45.2,73438.0,38373.0,1485.0
166,01063,574.0,20.5,-666666666.0,3532.0,0.0
167,01066,9.0,-666666666.0,-666666666.0,,0.0
168,01068,1849.0,46.7,85938.0,35289.0,70.0
169,01069,8919.0,47.1,59211.0,32833.0,632.0
170,01070,637.0,50.2,57000.0,30342.0,51.0
171,01071,1206.0,47.9,67132.0,32683.0,54.0
172,01072,1490.0,45.6,72000.0,36574.0,182.0
173,01073,6090.0,46.4,89423.0,44641.0,278.0
174,01074,477.0,33.7,61603.0,18494.0,0.0
175,01075,17755.0,40.3,66681.0,32046.0,1602.0
176,01077,9711.0,46.6,76737.0,38002.0,697.0
177,01079,480.0,46.3,27105.0,31721.0,55.0
178,01080,2532.0,32.7,49844.0,23355.0,846.0
179,01081,1827.0,43.7,50465.0,26913.0,94.0
180,01082,10637.0,41.8,51768.0,27830.0,1429.0
181,01083,3182.0,36.9,65547.0,24012.0,290.0
182,01084,183.0,53.6,90625.0,43879.0,0.0
183,01085,41652.0,39.1,62423.0,29630.0,3252.0
184,01086,683.0,19.0,-666666666.0,2892.0,0.0
185,01088,399.0,53.3,51406.0,32106.0,32.0
186,01089,28671.0,39.2,51735.0,29344.0,3453.0
187,01092,1133.0,47.0,75799.0,33033.0,172.0
188,01093,348.0,52.6,103750.0,54538.0,21.0
189,01094,327.0,54.6,21250.0,32228.0,29.0
190,01095,14659.0,47.2,104128.0,45406.0,573.0
191,01096,2607.0,44.3,77083.0,36844.0,214.0
192,01097,54.0,17.1,-666666666.0,9161.0,40.0
193,01098,1186.0,50.4,76563.0,43006.0,87.0
194,01103,2409.0,33.6,16720.0,21340.0,1337.0
195,01104,23635.0,36.0,30053.0,19687.0,6815.0
196,01105,11601.0,32.3,17569.0,15259.0,6021.0
197,01106,16048.0,46.2,111231.0,55504.0,576.0
198,01107,11304.0,28.8,26772.0,15178.0,4784.0
199,01108,28925.0,31.7,38499.0,18875.0,8877.0
200,01109,30125.0,27.9,35191.0,15703.0,8071.0
201,01118,14774.0,36.8,61112.0,29498.0,2145.0
202,01119,13236.0,34.7,47439.0,22681.0,2107.0
203,01128,2798.0,48.3,65977.0,35083.0,55.0
204,01129,6750.0,42.9,63895.0,30597.0,699.0
205,01151,8884.0,32.7,40360.0,18717.0,1936.0
206,01199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
207,01201,44775.0,44.0,47614.0,30286.0,6415.0
208,01220,8211.0,45.8,49777.0,28827.0,910.0
209,01222,818.0,49.2,74583.0,39128.0,36.0
210,01223,2351.0,51.8,77857.0,39393.0,141.0
211,01224,209.0,49.8,38446.0,22355.0,21.0
212,01225,3169.0,48.2,61512.0,33984.0,126.0
213,01226,6839.0,48.9,61063.0,34994.0,678.0
214,01229,86.0,67.4,29000.0,18577.0,5.0
215,01230,8359.0,49.9,65214.0,37450.0,406.0
216,01235,2671.0,49.6,63000.0,35609.0,208.0
217,01236,1197.0,42.2,57014.0,32948.0,24.0
218,01237,2662.0,46.9,84615.0,33634.0,151.0
219,01238,5917.0,46.5,67708.0,33536.0,452.0
220,01240,4493.0,57.2,68948.0,53659.0,163.0
221,01242,475.0,33.8,81172.0,29336.0,4.0
222,01243,333.0,57.3,71979.0,51112.0,25.0
223,01244,108.0,60.8,55556.0,41983.0,10.0
224,01245,803.0,55.8,69821.0,49853.0,73.0
225,01247,15703.0,43.6,40928.0,24982.0,2434.0
226,01253,742.0,59.8,74554.0,45803.0,39.0
227,01254,977.0,58.3,92083.0,67240.0,71.0
228,01255,859.0,50.2,68636.0,36882.0,33.0
229,01256,764.0,47.3,55375.0,29340.0,63.0
230,01257,2138.0,53.1,59500.0,46014.0,223.0
231,01258,357.0,61.7,57917.0,46676.0,28.0
232,01259,506.0,60.6,62727.0,58770.0,26.0
233,01260,447.0,32.9,112756.0,28091.0,24.0
234,01262,1110.0,56.9,36042.0,38369.0,141.0
235,01264,205.0,58.4,80000.0,49908.0,53.0
236,01266,1360.0,55.5,74107.0,45261.0,79.0
237,01267,7853.0,31.9,78068.0,33267.0,589.0
238,01270,813.0,50.1,80000.0,45778.0,50.0
239,01301,17715.0,44.1,48477.0,30169.0,2220.0
240,01330,1468.0,49.3,74167.0,41585.0,109.0
241,01331,13281.0,44.7,53733.0,27402.0,1789.0
242,01337,2626.0,50.0,66085.0,34785.0,238.0
243,01338,170.0,59.6,57750.0,24208.0,21.0
244,01339,1472.0,50.5,55313.0,29754.0,168.0
245,01340,1642.0,53.7,53125.0,29428.0,227.0
246,01341,1743.0,50.9,101023.0,51004.0,40.0
247,01342,1759.0,43.9,106146.0,41962.0,157.0
248,01343,46.0,59.5,85781.0,38683.0,0.0
249,01344,1518.0,41.9,70109.0,28889.0,159.0
250,01346,464.0,49.1,60208.0,34662.0,32.0
251,01347,126.0,46.0,52647.0,27629.0,17.0
252,01349,1231.0,37.7,61630.0,26995.0,84.0
253,01350,86.0,54.7,31458.0,27507.0,7.0
254,01351,2209.0,46.9,82548.0,40829.0,194.0
255,01354,1604.0,47.6,69226.0,38346.0,92.0
256,01355,917.0,50.8,70313.0,36789.0,56.0
257,01360,3012.0,46.0,69028.0,33657.0,118.0
258,01364,7819.0,45.4,43413.0,23103.0,794.0
259,01366,1218.0,51.0,65529.0,35783.0,64.0
260,01367,605.0,44.4,55469.0,28197.0,107.0
261,01368,1316.0,51.1,72813.0,32809.0,134.0
262,01370,4032.0,51.3,54036.0,37400.0,388.0
263,01373,4160.0,49.5,74022.0,38682.0,332.0
264,01375,3662.0,31.3,54886.0,36664.0,593.0
265,01376,5096.0,44.1,43750.0,25887.0,953.0
266,01378,744.0,55.7,57885.0,30777.0,43.0
267,01379,836.0,51.2,43500.0,28998.0,148.0
268,01420,40666.0,35.4,51412.0,24887.0,6961.0
269,01430,6210.0,41.1,85064.0,33886.0,290.0
270,01431,3195.0,45.9,95833.0,36900.0,248.0
271,01432,7703.0,39.1,79750.0,42774.0,940.0
272,01434,1712.0,43.4,50547.0,17126.0,165.0
273,01436,3460.0,43.3,60156.0,31607.0,164.0
274,01438,563.0,60.1,74142.0,36265.0,17.0
275,01440,20496.0,40.6,48915.0,25866.0,3222.0
276,01450,11282.0,45.6,123918.0,53410.0,483.0
277,01451,4630.0,47.2,143625.0,60666.0,178.0
278,01452,4581.0,45.7,93387.0,38657.0,109.0
279,01453,41446.0,40.2,57610.0,30775.0,5511.0
280,01460,9754.0,44.4,119177.0,49934.0,370.0
281,01462,11150.0,44.1,97775.0,41737.0,912.0
282,01463,12049.0,42.9,90029.0,40919.0,674.0
283,01464,7572.0,42.3,67541.0,31903.0,625.0
284,01467,511.0,51.4,98036.0,42565.0,77.0
285,01468,4124.0,47.2,64872.0,38444.0,174.0
286,01469,7454.0,39.2,84489.0,39302.0,288.0
287,01473,7566.0,44.7,100071.0,43218.0,117.0
288,01474,1964.0,44.5,84851.0,47724.0,89.0
289,01475,10738.0,41.3,64539.0,29400.0,1166.0
290,01501,16412.0,46.8,74576.0,38476.0,742.0
291,01503,3098.0,47.6,97417.0,48547.0,89.0
292,01504,9201.0,41.6,80260.0,35249.0,365.0
293,01505,4524.0,42.7,97074.0,46148.0,184.0
294,01506,3406.0,44.9,64219.0,37864.0,311.0
295,01507,13379.0,43.1,93921.0,39167.0,618.0
296,01510,13855.0,38.9,68362.0,33410.0,826.0
297,01515,2123.0,42.2,80234.0,36927.0,100.0
298,01516,8745.0,41.7,94531.0,37825.0,361.0
299,01518,3490.0,42.6,58438.0,39866.0,123.0
300,01519,6657.0,43.5,106250.0,49307.0,266.0
301,01520,15061.0,41.8,99674.0,43270.0,534.0
302,01521,2510.0,43.7,78348.0,34752.0,103.0
303,01522,3497.0,41.2,104508.0,44718.0,327.0
304,01523,7735.0,38.4,104630.0,35322.0,333.0
305,01524,6702.0,45.4,64135.0,34311.0,440.0
306,01525,227.0,36.5,-666666666.0,25773.0,0.0
307,01527,13521.0,43.2,74713.0,37951.0,797.0
308,01529,3237.0,41.8,90500.0,37644.0,142.0
309,01531,1247.0,46.8,84432.0,37371.0,102.0
310,01532,14918.0,43.7,111875.0,52500.0,546.0
311,01534,6262.0,44.3,89348.0,40700.0,527.0
312,01535,4760.0,44.4,73133.0,31764.0,298.0
313,01536,7709.0,39.5,105283.0,44374.0,730.0
314,01537,2337.0,33.1,74883.0,28911.0,386.0
315,01540,11386.0,39.7,68865.0,31306.0,1121.0
316,01541,3438.0,48.4,128006.0,59891.0,224.0
317,01542,2299.0,48.2,100000.0,39122.0,35.0
318,01543,8463.0,40.2,100962.0,37904.0,190.0
319,01545,36269.0,41.7,101229.0,45803.0,1401.0
320,01550,16858.0,40.1,50202.0,25977.0,3085.0
321,01560,4477.0,38.1,85390.0,45027.0,336.0
322,01561,243.0,59.6,-666666666.0,32123.0,18.0
323,01562,11856.0,45.1,65386.0,31155.0,1433.0
324,01564,8000.0,44.7,102500.0,43640.0,477.0
325,01566,6006.0,42.0,95800.0,44937.0,259.0
326,01568,7706.0,42.0,119115.0,48540.0,373.0
327,01569,13864.0,40.3,94809.0,35943.0,1136.0
328,01570,16926.0,41.0,52107.0,28964.0,1987.0
329,01571,11637.0,37.9,64281.0,30057.0,820.0
330,01581,18836.0,38.0,107604.0,47993.0,942.0
331,01583,7639.0,39.4,73463.0,28418.0,430.0
332,01585,4661.0,46.7,66317.0,35345.0,359.0
333,01588,9864.0,38.1,66607.0,32926.0,825.0
334,01590,9297.0,44.8,101315.0,43451.0,194.0
335,01602,24166.0,40.5,64808.0,34720.0,2931.0
336,01603,19981.0,37.0,42259.0,24635.0,4516.0
337,01604,36772.0,34.0,50487.0,26882.0,7219.0
338,01605,28742.0,31.7,37703.0,21513.0,7591.0
339,01606,19375.0,41.9,65135.0,34908.0,1661.0
340,01607,8698.0,36.2,43500.0,24723.0,1439.0
341,01608,3371.0,27.6,20578.0,14469.0,1660.0
342,01609,20714.0,30.5,42903.0,29357.0,4185.0
343,01610,23438.0,27.8,31003.0,16262.0,6373.0
344,01611,2451.0,40.6,81830.0,35915.0,133.0
345,01612,4845.0,41.2,95595.0,40615.0,203.0
346,01701,32098.0,45.5,105940.0,49590.0,1630.0
347,01702,39226.0,34.4,52746.0,29266.0,6266.0
348,01718,716.0,41.1,160750.0,54472.0,55.0
349,01719,5546.0,43.5,101077.0,55857.0,295.0
350,01720,22680.0,43.7,133075.0,59129.0,838.0
351,01721,17478.0,41.7,120309.0,52647.0,555.0
352,01730,14031.0,43.4,125208.0,57969.0,348.0
353,01731,2012.0,23.0,93276.0,27220.0,20.0
354,01740,5167.0,42.7,151618.0,54618.0,72.0
355,01741,5160.0,50.0,170703.0,87286.0,83.0
356,01742,19383.0,46.6,137547.0,68083.0,1088.0
357,01745,501.0,35.0,123992.0,41878.0,0.0
358,01746,14480.0,42.2,118933.0,53435.0,209.0
359,01747,5955.0,44.4,101761.0,40122.0,250.0
360,01748,16720.0,40.8,151357.0,60222.0,250.0
361,01749,19843.0,43.7,83765.0,39716.0,1174.0
362,01752,39771.0,39.5,75418.0,38866.0,2553.0
363,01754,10560.0,43.6,95833.0,46986.0,848.0
364,01756,5995.0,44.8,125816.0,50536.0,32.0
365,01757,28694.0,39.7,75976.0,36016.0,2244.0
366,01760,35715.0,40.4,106332.0,54666.0,1240.0
367,01770,4302.0,45.0,170872.0,75852.0,179.0
368,01772,9520.0,43.2,143375.0,64905.0,453.0
369,01773,4791.0,53.7,153500.0,103262.0,163.0
370,01775,7061.0,44.1,144766.0,58780.0,310.0
371,01776,18697.0,44.1,170945.0,75430.0,576.0
372,01778,13850.0,44.5,166548.0,78360.0,414.0
373,01801,40375.0,40.0,84857.0,39344.0,2347.0
374,01803,26103.0,42.2,99254.0,45962.0,1041.0
375,01810,35375.0,42.3,143292.0,63468.0,1512.0
376,01821,32348.0,40.7,99881.0,39431.0,1283.0
377,01824,25961.0,44.5,115533.0,51331.0,826.0
378,01826,30948.0,40.1,86644.0,36352.0,2221.0
379,01827,3337.0,45.5,138700.0,57005.0,70.0
380,01830,26524.0,39.0,61375.0,31807.0,3447.0
381,01832,23372.0,36.8,64238.0,32479.0,3197.0
382,01833,8569.0,46.0,113417.0,48049.0,292.0
383,01834,6697.0,44.6,95031.0,38724.0,162.0
384,01835,13047.0,38.9,77697.0,35786.0,1140.0
385,01840,5248.0,33.8,20596.0,18543.0,1573.0
386,01841,48295.0,31.3,38199.0,16430.0,12324.0
387,01843,25942.0,31.1,46629.0,21004.0,5086.0
388,01844,49587.0,39.1,73525.0,32504.0,4636.0
389,01845,30170.0,39.9,105661.0,51658.0,1479.0
390,01850,16890.0,29.4,46102.0,19486.0,4189.0
391,01851,29849.0,34.3,52008.0,24920.0,5935.0
392,01852,34756.0,36.9,50911.0,28059.0,6961.0
393,01854,29561.0,30.0,40982.0,20041.0,6691.0
394,01860,6752.0,46.9,84417.0,42351.0,361.0
395,01862,10676.0,40.6,93494.0,35060.0,496.0
396,01863,9106.0,44.2,77055.0,44528.0,434.0
397,01864,15598.0,44.3,124750.0,52597.0,526.0
398,01867,24894.0,42.5,113553.0,51120.0,754.0
399,01876,30433.0,44.4,94817.0,41265.0,1621.0
400,01879,12305.0,40.8,101620.0,43685.0,860.0
401,01880,26450.0,43.8,93337.0,44843.0,1112.0
402,01886,24087.0,43.4,138006.0,51526.0,552.0
403,01887,23538.0,42.3,118549.0,46239.0,684.0
404,01890,22579.0,43.3,152196.0,74405.0,511.0
405,01901,1878.0,39.7,22057.0,18051.0,459.0
406,01902,48218.0,33.0,42851.0,22841.0,10335.0
407,01904,17320.0,38.3,88395.0,35962.0,1133.0
408,01905,25590.0,33.6,57638.0,24696.0,4900.0
409,01906,28037.0,45.7,82188.0,36419.0,2261.0
410,01907,14758.0,44.6,105029.0,51759.0,883.0
411,01908,3488.0,51.8,81384.0,57969.0,165.0
412,01913,17218.0,43.5,78638.0,38491.0,835.0
413,01915,41431.0,40.9,77893.0,43766.0,3173.0
414,01921,8228.0,45.9,155034.0,64217.0,228.0
415,01922,2812.0,48.4,87986.0,45173.0,152.0
416,01923,27391.0,45.0,79795.0,39435.0,1586.0
417,01929,3687.0,46.3,109327.0,51532.0,228.0
418,01930,29858.0,49.0,65348.0,39670.0,2507.0
419,01937,136.0,46.1,-666666666.0,8860.0,106.0
420,01938,13810.0,48.8,80829.0,45228.0,968.0
421,01940,13425.0,45.4,113509.0,53792.0,301.0
422,01944,5327.0,51.1,105500.0,64841.0,197.0
423,01945,20393.0,47.8,110025.0,64757.0,930.0
424,01949,9656.0,43.9,107727.0,46477.0,305.0
425,01950,17890.0,49.0,89887.0,54980.0,1226.0
426,01951,4152.0,49.9,90662.0,50366.0,141.0
427,01952,9035.0,45.5,72900.0,32964.0,871.0
428,01960,52313.0,44.4,65060.0,35077.0,5101.0
429,01966,7184.0,53.4,72015.0,43976.0,442.0
430,01969,6232.0,44.3,89338.0,45342.0,337.0
431,01970,42991.0,36.1,65476.0,35379.0,6307.0
432,01982,7991.0,40.5,112250.0,46157.0,796.0
433,01983,6496.0,46.3,131387.0,54091.0,89.0
434,01984,5179.0,24.7,96979.0,45023.0,60.0
435,01985,4545.0,46.2,135882.0,58469.0,258.0
436,02019,16929.0,40.6,95533.0,45200.0,701.0
437,02021,22829.0,41.1,96583.0,50869.0,1348.0
438,02025,8393.0,44.6,140000.0,75885.0,318.0
439,02026,25362.0,43.3,89451.0,47960.0,1221.0
440,02030,5922.0,44.7,204018.0,106077.0,45.0
441,02032,4410.0,42.9,120250.0,56421.0,260.0
442,02035,17448.0,42.3,98199.0,46064.0,849.0
443,02038,32843.0,40.0,111935.0,48712.0,1380.0
444,02043,23047.0,45.6,125144.0,69709.0,1299.0
445,02045,10402.0,52.8,80584.0,48740.0,509.0
446,02047,65.0,65.2,26953.0,25118.0,0.0
447,02048,23678.0,38.4,111141.0,48061.0,639.0
448,02050,26032.0,45.1,92610.0,41767.0,1796.0
449,02052,12610.0,42.7,153847.0,69495.0,274.0
450,02053,13162.0,41.2,115432.0,50672.0,689.0
451,02054,8144.0,45.3,100230.0,45768.0,357.0
452,02056,11388.0,43.7,139137.0,45338.0,268.0
453,02061,10897.0,43.3,128563.0,58318.0,380.0
454,02062,29121.0,40.6,87516.0,43258.0,2367.0
455,02066,18042.0,47.1,114766.0,54496.0,564.0
456,02067,18148.0,43.1,133229.0,63698.0,361.0
457,02071,1572.0,39.9,115333.0,33053.0,34.0
458,02072,28338.0,43.5,78343.0,35777.0,2325.0
459,02081,19358.0,43.0,105420.0,48885.0,402.0
460,02090,15612.0,45.0,146042.0,66944.0,289.0
461,02093,11597.0,43.2,107444.0,48677.0,574.0
462,02108,4211.0,34.0,126224.0,88470.0,412.0
463,02109,4051.0,32.6,129716.0,100108.0,521.0
464,02110,2270.0,54.3,108438.0,152610.0,224.0
465,02111,7452.0,33.0,39329.0,50468.0,1443.0
466,02113,7464.0,29.9,91212.0,72080.0,750.0
467,02114,13247.0,32.1,89452.0,77703.0,1710.0
468,02115,29244.0,22.0,38759.0,25235.0,5910.0
469,02116,23215.0,34.6,103422.0,96844.0,2225.0
470,02118,27325.0,33.5,70575.0,61139.0,6425.0
471,02119,28152.0,33.9,30663.0,21557.0,8618.0
472,02120,15719.0,24.1,32243.0,18566.0,5752.0
473,02121,28479.0,32.8,27964.0,18322.0,9782.0
474,02122,24643.0,34.0,56024.0,27196.0,4910.0
475,02124,55074.0,33.9,50227.0,26379.0,12688.0
476,02125,35254.0,32.4,53382.0,28904.0,8277.0
477,02126,29141.0,37.1,50039.0,24797.0,5700.0
478,02127,37257.0,31.2,91597.0,55042.0,6005.0
479,02128,46655.0,33.8,52154.0,26569.0,9431.0
480,02129,18901.0,35.3,103834.0,69219.0,3378.0
481,02130,39435.0,34.8,84847.0,47422.0,6091.0
482,02131,32819.0,37.8,72127.0,36857.0,3801.0
483,02132,28505.0,44.4,93343.0,46494.0,1786.0
484,02134,18057.0,27.0,49938.0,33179.0,4937.0
485,02135,42644.0,29.6,61566.0,37923.0,8415.0
486,02136,33084.0,39.1,64877.0,29746.0,4044.0
487,02138,37668.0,28.2,87671.0,53368.0,3276.0
488,02139,36979.0,29.7,91250.0,48538.0,3943.0
489,02140,19737.0,34.3,91596.0,57320.0,2851.0
490,02141,13664.0,32.2,77261.0,47278.0,2340.0
