State,City,Population,MedianAge,HouseholdIncome,PerCapitaIncome,PovertyCount
AK,Adak,130,29.7,76250.0,21055.0,52
AK,Akiachak,609,25.9,34444.0,11095.0,209
AK,Akiak,397,25.4,41250.0,10510.0,139
AK,Akutan,801,45.2,26750.0,26978.0,152
AK,Alakanuk,735,20.7,33750.0,9521.0,323
AK,Aleknagik,190,33.7,42083.0,23108.0,25
AK,Allakaket,186,28.5,27250.0,15277.0,53
AK,Ambler,299,26.9,44500.0,15937.0,83
AK,Anaktuvuk Pass,290,25.0,56667.0,16682.0,97
AK,Anchor Point,2615,46.6,50913.0,29619.0,271
AK,Anchorage,244563,34.95,84122.6,40430.3,21282
AK,Anderson,113,50.6,97500.0,54752.0,3
AK,Angoon,540,42.7,36000.0,34954.0,113
AK,Aniak,668,28.7,48214.0,22308.0,195
AK,Anvik,91,32.8,35625.0,19271.0,15
AK,Arctic Village,167,30.1,35208.0,17255.0,62
AK,Atka,51,30.6,55000.0,26500.0,4
AK,Atqasuk,172,24.5,61250.0,20597.0,33
AK,Barrow,4444,28.8,82964.0,31860.0,481
AK,Beaver,54,48.5,20000.0,16602.0,19
AK,Bethel,7901,28.1,78404.0,26474.0,1318
AK,Big Lake,3494,40.2,63750.0,29006.0,542
AK,Brevig Mission,421,22.0,33750.0,8425.0,246
AK,Buckland,627,22.9,41932.0,13288.0,141
AK,Cantwell,220,50.3,58594.0,33227.0,15
AK,Chalkyitsik,119,34.4,28750.0,19081.0,41
AK,Chefornak,459,22.0,53750.0,10535.0,84
AK,Chevak,1271,26.8,40855.0,13690.0,408
AK,Chignik Lagoon,63,39.2,86250.0,40833.0,9
AK,Chignik Lake,57,47.5,30000.0,14637.0,7
AK,Chugiak,9011,36.2,103199.0,43738.0,729
AK,Circle,108,26.0,16806.0,9841.0,66
AK,Clam Gulch,281,55.9,42235.0,36675.0,35
AK,Cooper Landing,581,39.7,66801.0,34781.0,51
AK,Copper Center,640,30.5,61000.0,19982.0,52
AK,Cordova,3218,49.1,92396.0,43770.0,132
AK,Craig,1971,41.1,58047.0,33002.0,286
AK,Crooked Creek,90,27.0,31250.0,15116.0,44
AK,Deering,152,27.3,44375.0,16069.0,20
AK,Delta Junction,4913,35.3,75114.0,34146.0,463
AK,Denali National Park,834,35.3,51250.0,26397.0,247
AK,Dillingham,2427,31.6,75563.0,33093.0,230
AK,Douglas,2255,35.5,75577.0,41057.0,333
AK,Dutch Harbor,246,29.6,86000.0,32382.0,12
AK,Eagle,99,57.3,35750.0,25379.0,9
AK,Eagle River,28210,32.1,106166.0,39251.0,987
AK,Eek,497,22.8,33750.0,10668.0,129
AK,Egegik,69,51.6,35000.0,40920.0,11
AK,Eielson AFB,3025,23.8,57464.0,26631.0,115
AK,Ekwok,88,28.3,28750.0,11545.0,34
AK,Elim,296,25.6,39375.0,13460.0,73
AK,Elmendorf AFB,7255,23.1,57613.0,22859.0,293
AK,Emmonak,763,25.5,42813.0,13271.0,209
AK,Fairbanks,63293,34.50000000000001,76317.66666666667,38277.333333333336,5260
AK,False Pass,68,41.3,78750.0,40635.0,2
AK,Fort Richardson,6477,21.5,62431.0,21673.0,162
AK,Fort Wainwright,8415,22.9,54526.0,22746.0,448
AK,Fort Yukon,560,30.0,28281.0,19512.0,149
AK,Gakona,188,30.9,30625.0,23966.0,65
AK,Galena,473,35.8,74375.0,32579.0,49
AK,Gambell,693,29.2,34792.0,16588.0,296
AK,Girdwood,2233,32.3,108362.0,50279.0,51
AK,Glennallen,618,24.8,54375.0,20495.0,74
AK,Goodnews Bay,210,26.5,22083.0,11714.0,88
AK,Grayling,165,25.4,25000.0,11699.0,72
AK,Gustavus,386,53.3,61875.0,39582.0,14
AK,Haines,2599,45.5,70091.0,35619.0,214
AK,Healy,1106,39.4,90750.0,35982.0,81
AK,Holy Cross,202,33.5,33125.0,14149.0,35
AK,Homer,10332,39.5,62196.0,32333.0,1051
AK,Hoonah,828,46.1,60625.0,28857.0,98
AK,Hooper Bay,1153,20.3,30972.0,8832.0,542
AK,Houston,1633,36.5,53450.0,24230.0,167
AK,Hughes,77,31.8,34375.0,15397.0,22
AK,Huslia,404,28.3,42500.0,14104.0,96
AK,Hydaburg,306,45.0,31250.0,16408.0,92
AK,Iliamna,328,27.8,44375.0,18070.0,66
AK,Indian,289,48.4,103000.0,52158.0,6
AK,Juneau,30179,38.2,91743.0,41968.0,2006
AK,Kake,635,37.2,51250.0,18955.0,97
AK,Kaktovik,181,27.8,60417.0,21945.0,19
AK,Kalskag,255,25.5,38929.0,12116.0,46
AK,Kaltag,165,45.3,27500.0,19696.0,31
AK,Kasigluk,655,24.5,43500.0,8469.0,250
AK,Kasilof,2055,46.4,67802.0,30526.0,219
AK,Kenai,16208,38.2,60518.0,32560.0,1723
AK,Ketchikan,13768,39.5,67321.0,33755.0,1450
AK,Kiana,329,25.8,43125.0,17247.0,106
AK,King Cove,1003,45.9,66923.0,31439.0,159
AK,King Salmon,414,36.8,95167.0,37960.0,28
AK,Kipnuk,659,26.0,34318.0,9968.0,258
AK,Kivalina,678,23.8,48750.0,16907.0,211
AK,Klawock,901,45.1,48646.0,24783.0,210
AK,Kobuk,152,18.3,52500.0,13451.0,60
AK,Kodiak,13041,33.0,80067.0,32992.0,1098
AK,Kotlik,726,24.6,41667.0,10794.0,321
AK,Kotzebue,3355,30.1,88047.0,31846.0,520
AK,Koyuk,248,22.3,36429.0,11061.0,102
AK,Koyukuk,54,33.0,15417.0,17041.0,23
AK,Kwethluk,705,23.6,44375.0,12518.0,185
AK,Kwigillingok,349,25.8,46250.0,10590.0,87
AK,Larsen Bay,42,47.0,36250.0,33814.0,15
AK,Levelock,95,24.5,25000.0,15068.0,25
AK,Lower Kalskag,322,27.3,33036.0,10171.0,118
AK,Manley Hot Springs,80,56.7,57083.0,37945.0,12
AK,Manokotak,818,32.2,39375.0,22696.0,121
AK,Marshall,337,24.3,30750.0,11548.0,118
AK,McGrath,360,37.0,49375.0,27452.0,64
AK,Mekoryuk,217,36.9,31250.0,16965.0,40
AK,Metlakatla,1684,32.8,57969.0,22927.0,224
AK,Minto,223,27.9,38125.0,17886.0,67
AK,Mountain Village,820,24.5,35893.0,16892.0,311
AK,Naknek,509,43.8,68333.0,44638.0,29
AK,Napakiak,389,28.2,28750.0,10699.0,151
AK,Nenana,622,48.0,55536.0,26557.0,142
AK,New Stuyahok,566,24.8,43750.0,10515.0,135
AK,Nightmute,212,26.5,45000.0,8693.0,65
AK,Nikolai,123,32.5,35417.0,15533.0,25
AK,Nikolski,25,39.5,37500.0,28056.0,7
AK,Ninilchik,992,56.3,51190.0,30814.0,101
AK,Noatak,424,26.4,50000.0,15146.0,122
AK,Nome,4208,30.5,79292.0,29900.0,474
AK,Nondalton,154,30.0,39167.0,18510.0,40
AK,Noorvik,579,25.7,48750.0,16784.0,186
AK,North Pole,22804,32.0,81045.0,34618.0,1430
AK,Northway,316,28.4,50417.0,17162.0,111
AK,Nuiqsut,395,25.4,82813.0,22481.0,36
AK,Nulato,276,34.2,38333.0,14968.0,86
AK,Nunapitchuk,726,23.6,36964.0,9267.0,362
AK,Old Harbor,290,28.5,29063.0,21409.0,63
AK,Ouzinkie,186,49.3,32917.0,31302.0,36
AK,Palmer,29293,35.4,80110.0,31648.0,2450
AK,Pelican,94,55.5,67917.0,33720.0,6
AK,Perryville,98,23.5,40417.0,11944.0,37
AK,Petersburg,3275,41.7,63490.0,35044.0,256
AK,Pilot Station,636,23.2,28214.0,9409.0,304
AK,Point Baker,59,49.8,17981.0,11959.0,49
AK,Point Hope,668,27.8,60417.0,21644.0,136
AK,Point Lay,273,19.5,58750.0,15801.0,55
AK,Port Alsworth,157,18.9,86667.0,24030.0,5
AK,Port Lions,214,49.0,32917.0,26372.0,50
AK,Quinhagak,763,28.8,38393.0,17486.0,229
AK,Ruby,188,30.3,27500.0,12741.0,80
AK,Russian Mission,348,22.5,33542.0,8442.0,120
AK,Saint George Island,85,30.9,56250.0,24201.0,4
AK,Saint Marys,663,26.5,45375.0,14695.0,170
AK,Saint Michael,441,19.8,42813.0,10945.0,101
AK,Saint Paul Island,480,39.9,63571.0,35855.0,59
AK,Salcha,1201,40.5,69706.0,33883.0,112
AK,Sand Point,1356,39.3,68750.0,32247.0,242
AK,Savoonga,932,23.4,37708.0,9659.0,402
AK,Scammon Bay,543,17.8,30833.0,8835.0,287
AK,Selawik,813,24.0,35625.0,9479.0,379
AK,Seldovia,436,52.2,59688.0,33389.0,28
AK,Seward,4735,40.1,73348.0,30286.0,499
AK,Shageluk,63,29.8,12813.0,21978.0,24
AK,Shaktoolik,282,27.0,56875.0,15500.0,45
AK,Sheldon Point,134,24.0,38750.0,9711.0,50
AK,Shishmaref,594,25.7,35000.0,11877.0,193
AK,Shungnak,280,22.5,39688.0,11155.0,87
AK,Sitka,8810,38.9,70765.0,36617.0,800
AK,Skagway,1038,42.9,70673.0,39376.0,58
AK,Skwentna,108,58.7,80089.0,31914.0,35
AK,Sleetmute,85,22.5,46250.0,13656.0,35
AK,Soldotna,15516,39.6,77382.0,37020.0,1688
AK,Stebbins,500,23.6,37679.0,10650.0,169
AK,Sterling,3400,44.8,73654.0,32431.0,407
AK,Sutton,1452,50.5,48382.0,28095.0,217
AK,Talkeetna,1412,44.3,59512.0,31168.0,43
AK,Tanacross,128,43.0,21250.0,13873.0,34
AK,Tanana,243,42.8,47778.0,22598.0,19
AK,Teller,227,23.7,33750.0,14829.0,69
AK,Tenakee Springs,147,61.3,59688.0,34670.0,3
AK,Thorne Bay,660,47.8,50956.0,31413.0,56
AK,Togiak,832,25.3,39063.0,14274.0,255
AK,Tok,1617,40.3,57500.0,23895.0,413
AK,Toksook Bay,527,29.1,52857.0,15211.0,112
AK,Trapper Creek,453,40.9,34844.0,25617.0,119
AK,Tuluksak,434,24.6,24531.0,15983.0,266
AK,Tuntutuliak,477,22.2,35000.0,10466.0,179
AK,Tununak,301,26.5,35000.0,9493.0,110
AK,Tyonek,478,38.6,37375.0,23717.0,99
AK,Unalakleet,695,42.1,65208.0,28791.0,93
AK,Unalaska,4563,38.1,92292.0,36737.0,281
AK,Valdez,3925,37.3,93940.0,43022.0,222
AK,Venetie,164,35.7,26250.0,13306.0,86
AK,Wainwright,513,28.0,71250.0,24788.0,69
AK,Wales,159,25.5,31250.0,12675.0,65
AK,Wasilla,60641,33.6,78559.0,30300.0,5682
AK,White Mountain,173,30.3,38125.0,18612.0,53
AK,Whittier,448,33.7,49583.0,22977.0,55
AK,Willow,2614,42.1,49125.0,26595.0,504
AK,Wrangell,2455,49.0,55742.0,29861.0,276
AK,Yakutat,653,37.9,64583.0,30730.0,42
AL,Abbeville,6247,48.5,40186.0,22080.0,1172
AL,Adamsville,7549,42.3,50271.0,22356.0,1276
AL,Addison,2543,46.2,45074.0,28345.0,470
AL,Adger,2896,43.0,41540.0,20914.0,448
AL,Akron,1111,40.2,36731.0,20509.0,344
AL,Alabaster,26215,36.7,69691.0,26498.0,3349
AL,Alberta,999,28.9,12863.0,6024.0,732
AL,Albertville,34041,34.45,36315.0,18924.0,8985
AL,Alexander City,20896,41.1,36795.0,20998.0,4532
AL,Alexandria,5050,38.2,68654.0,26893.0,419
AL,Aliceville,6130,38.3,30917.0,15473.0,1572
AL,Alpine,4668,42.3,46828.0,20754.0,543
AL,Altoona,7651,40.7,39342.0,17409.0,1945
AL,Andalusia,10621,42.2,42726.0,23505.0,1576
AL,Anderson,1836,46.1,40586.0,24869.0,179
AL,Anniston,68685,38.06000000000001,47334.2,24480.2,12790
AL,Arab,16473,42.7,45435.0,25113.0,2420
AL,Ardmore,5292,36.5,50315.0,26372.0,597
AL,Ariton,2421,46.3,40598.0,22058.0,419
AL,Arley,3470,52.3,44113.0,26432.0,480
AL,Arlington,396,52.8,29773.0,14148.0,110
AL,Ashford,6289,41.8,40191.0,21990.0,887
AL,Ashland,5222,45.1,32769.0,21397.0,1273
AL,Ashville,8023,39.6,44315.0,19816.0,1836
AL,Athens,59020,38.800000000000004,49049.0,24474.0,9941
AL,Atmore,18853,37.6,34985.0,16745.0,3914
AL,Attalla,11343,41.8,40022.0,19914.0,1358
AL,Auburn,62586,26.15,39894.5,27147.0,18503
AL,Autaugaville,1822,47.3,29073.0,25869.0,371
AL,Axis,1939,41.2,49767.0,22863.0,206
AL,Baileyton,2047,41.6,31500.0,18284.0,450
AL,Banks,1641,41.4,45982.0,20795.0,457
AL,Bankston,1086,53.2,35588.0,25519.0,154
AL,Bay Minette,21660,37.1,40099.0,20097.0,3145
AL,Bayou La Batre,2166,31.4,31964.0,14842.0,759
AL,Bear Creek,1375,35.4,29901.0,16589.0,509
AL,Beatrice,1163,39.8,20125.0,13834.0,472
AL,Beaverton,675,46.6,52383.0,31555.0,177
AL,Belk,95,47.1,31042.0,15340.0,14
AL,Bellamy,397,62.3,23911.0,16421.0,44
AL,Berry,4123,40.6,38566.0,19581.0,1023
AL,Bessemer,71435,40.53333333333333,45863.666666666664,22841.333333333332,13582
AL,Billingsley,1350,43.1,50714.0,21980.0,246
AL,Birmingham,497922,37.38620689655172,47633.8275862069,28961.344827586207,86640
AL,Black,474,50.3,44583.0,27342.0,72
AL,Blountsville,8399,40.9,36813.0,18465.0,2097
AL,Boaz,25466,37.7,43906.0,20075.5,5330
AL,Boligee,2286,29.9,14474.0,8680.0,1363
AL,Brantley,2342,44.2,35735.0,25699.0,431
AL,Bremen,3455,44.1,40568.0,23116.0,757
AL,Brent,5277,35.0,35625.0,9677.0,467
AL,Brewton,15238,44.0,35331.0,19741.0,3423
AL,Bridgeport,3173,42.4,33177.0,21280.0,754
AL,Brierfield,1387,45.7,82885.0,30000.0,38
AL,Brilliant,1760,43.3,32000.0,17729.0,339
AL,Brookside,352,18.0,16029.0,9207.0,173
AL,Brookwood,4063,37.5,49854.0,20817.0,522
AL,Brownsboro,2779,50.6,82286.0,61008.0,124
AL,Brundidge,4667,42.3,33169.0,20289.0,1053
AL,Bryant,3622,40.8,50909.0,26258.0,620
AL,Buhl,1970,35.7,55852.0,23872.0,304
AL,Butler,4039,48.4,31480.0,21279.0,785
AL,Calera,16714,34.4,63501.0,25932.0,814
AL,Calvert,1268,34.6,32917.0,10292.0,881
AL,Camden,4864,42.1,33313.0,18632.0,1142
AL,Camp Hill,2744,49.0,31477.0,17291.0,699
AL,Carbon Hill,3761,46.3,33281.0,18850.0,868
AL,Carrollton,3032,39.4,35809.0,22683.0,732
AL,Castleberry,2067,47.7,30196.0,15739.0,357
AL,Catherine,283,49.5,40735.0,27644.0,18
AL,Cedar Bluff,4639,47.3,41053.0,21923.0,809
AL,Centre,9864,49.0,42433.0,26670.0,1404
AL,Centreville,5708,46.3,42393.0,31156.0,475
AL,Chancellor,1901,41.5,61912.0,28677.0,162
AL,Chatom,2224,44.6,38590.0,24642.0,325
AL,Chelsea,11043,37.1,91875.0,31396.0,689
AL,Cherokee,4051,46.3,39934.0,20970.0,808
AL,Childersburg,7522,38.6,38490.0,19576.0,1963
AL,Chunchula,5403,41.9,50855.0,23247.0,631
AL,Citronelle,7141,36.3,44627.0,18566.0,1142
AL,Clanton,19775,40.7,44952.5,24095.5,3713
AL,Clayton,5109,41.0,28839.0,14024.0,1017
AL,Cleveland,3545,40.4,41477.0,19460.0,615
AL,Clio,2956,39.3,28125.0,13007.0,384
AL,Clopton,497,57.2,45347.0,23221.0,108
AL,Coden,2373,51.2,46196.0,23608.0,462
AL,Coffee Springs,1400,43.5,34375.0,20576.0,377
AL,Coffeeville,1223,41.6,34598.0,17690.0,350
AL,Coker,3181,41.3,56406.0,29189.0,312
AL,Collinsville,7029,38.8,38080.0,19012.0,1636
AL,Columbia,1887,47.8,34185.0,21518.0,379
AL,Columbiana,9161,40.2,46315.0,23916.0,1175
AL,Coosada,1036,41.5,42750.0,22251.0,230
AL,Cordova,5192,42.9,32168.0,18419.0,1333
AL,Cottondale,11144,39.2,50067.0,21906.0,1913
AL,Cottonwood,3900,43.3,41915.0,21353.0,773
AL,Courtland,1743,43.3,28438.0,17019.0,452
AL,Cowarts,1639,38.2,40139.0,19844.0,339
AL,Coy,378,30.9,21875.0,11003.0,181
AL,Cragford,752,39.0,43005.0,22233.0,81
AL,Crane Hill,2218,51.7,40473.0,22445.0,364
AL,Creola,1773,42.9,51364.0,23481.0,279
AL,Cropwell,3936,51.2,49133.0,27121.0,447
AL,Crossville,9483,34.0,34953.0,16390.0,2832
AL,Cuba,1712,40.8,27418.0,18012.0,437
AL,Cullman,43583,39.400000000000006,43024.0,22887.333333333332,6446
AL,Cusseta,2490,44.3,34850.0,16178.0,621
AL,Dadeville,8162,51.1,51670.0,27404.0,1295
AL,Daleville,8979,38.3,40716.0,21019.0,1959
AL,Danville,4279,42.2,48827.0,23343.0,477
AL,Daphne,33327,35.9,69808.0,31822.0,3091
AL,Dauphin Island,1262,57.5,79323.0,39894.0,16
AL,Daviston,1730,43.1,50000.0,23634.0,194
AL,Dawson,1112,51.7,26587.0,16837.0,246
AL,Deatsville,12301,39.3,62346.0,28501.0,687
AL,Decatur,64318,39.099999999999994,45551.5,25652.0,13146
AL,Delta,1310,51.5,45563.0,27374.0,326
AL,Demopolis,8101,38.6,27377.0,21295.0,2098
AL,Detroit,868,34.7,31477.0,14325.0,372
AL,Dickinson,410,49.3,38531.0,33626.0,10
AL,Dixons Mills,1397,33.1,35664.0,22208.0,324
AL,Dolomite,1479,41.2,41711.0,19121.0,247
AL,Dora,7879,42.3,44179.0,26241.0,1068
AL,Dothan,84118,38.56666666666667,46975.666666666664,26896.0,15875
AL,Double Springs,4366,46.6,33617.0,17048.0,683
AL,Dozier,1580,44.6,34926.0,22011.0,255
AL,Duncanville,3403,45.6,49495.0,25253.0,215
AL,Dutton,2437,40.7,35714.0,15956.0,415
AL,Eastaboga,4008,40.0,40620.0,19497.0,795
AL,Eclectic,5012,46.9,52038.0,28215.0,609
AL,Eight Mile,13510,33.6,41913.0,18957.0,2783
AL,Elba,8010,44.2,39361.0,20018.0,1595
AL,Elberta,8041,39.1,46426.0,22949.0,1725
AL,Eldridge,1080,42.5,40000.0,21096.0,139
AL,Elkmont,8226,41.0,49144.0,24920.0,1064
AL,Elmore,7377,35.9,44444.0,13737.0,865
AL,Elrod,794,30.7,39655.0,22617.0,93
AL,Emelle,1207,30.1,37197.0,16813.0,158
AL,Empire,4007,43.8,43633.0,20255.0,793
AL,Enterprise,36220,37.8,54001.0,28097.0,5180
AL,Epes,596,44.7,20753.0,15842.0,121
AL,Equality,852,57.0,47400.0,29625.0,28
AL,Estillfork,227,61.2,32250.0,23442.0,43
AL,Ethelsville,1906,45.1,40673.0,20133.0,312
AL,Eufaula,15607,37.7,34888.0,19193.0,4217
AL,Eutaw,4251,50.4,21819.0,15261.0,1450
AL,Eva,3042,43.5,38333.0,25113.0,293
AL,Evergreen,8143,42.9,28968.0,15390.0,2457
AL,Excel,760,32.4,45278.0,18071.0,171
AL,Fackler,663,51.5,32422.0,15690.0,59
AL,Fairfield,11403,36.6,36211.0,19116.0,2753
AL,Fairhope,33251,43.9,63519.0,35703.0,2870
AL,Falkville,8156,41.7,51000.0,20890.0,994
AL,Faunsdale,1048,39.7,28859.0,12807.0,506
AL,Fayette,9619,41.7,38070.0,22225.0,1746
AL,Fitzpatrick,1387,39.9,44938.0,38214.0,232
AL,Five Points,1764,45.0,42007.0,21254.0,545
AL,Flat Rock,3778,50.6,37600.0,19716.0,618
AL,Flomaton,3994,37.9,36328.0,19740.0,1057
AL,Florala,3134,50.1,31534.0,19047.0,618
AL,Florence,64513,41.8,50611.333333333336,28157.0,11723
AL,Foley,28793,44.3,42170.0,25113.0,3878
AL,Forest Home,463,54.9,36442.0,23403.0,107
AL,Forkland,1326,45.3,30900.0,18093.0,300
AL,Fort Deposit,2519,33.1,37407.0,20152.0,548
AL,Fort Mitchell,7011,34.1,71689.0,25283.0,377
AL,Fort Payne,20712,40.0,38920.5,20603.5,4065
AL,Fort Rucker,5149,23.7,65307.0,21737.0,667
AL,Fosters,1729,44.4,56429.0,27696.0,150
AL,Franklin,811,43.5,15341.0,17586.0,353
AL,Frankville,460,52.3,29151.0,15683.0,126
AL,Frisco City,4494,39.1,34722.0,18035.0,1441
AL,Fruitdale,796,33.9,34129.0,16960.0,161
AL,Fruithurst,1450,37.9,34375.0,24671.0,375
AL,Fulton,511,48.1,26250.0,10484.0,179
AL,Fultondale,8160,38.2,54312.0,26374.0,1285
AL,Fyffe,5727,37.2,39103.0,24912.0,1084
AL,Gadsden,66184,42.17999999999999,45590.4,23580.6,12135
AL,Gainestown,685,34.6,27159.0,15995.0,338
AL,Gainesville,680,30.0,16667.0,10387.0,379
AL,Gallant,1035,34.8,67537.0,24377.0,129
AL,Gallion,1831,54.2,37000.0,23452.0,110
AL,Garden City,278,38.2,31429.0,20386.0,104
AL,Gardendale,15688,40.7,62570.0,29951.0,1420
AL,Gaylesville,2947,43.1,31721.0,16921.0,751
AL,Geneva,5851,39.8,36782.0,19524.0,1617
AL,Georgiana,4368,46.8,33725.0,16390.0,1082
AL,Geraldine,1526,40.4,37614.0,19215.0,379
AL,Gilbertown,2107,48.2,45565.0,21658.0,185
AL,Glenwood,948,33.3,37917.0,18624.0,305
AL,Goodwater,4877,45.2,37991.0,19349.0,900
AL,Gordo,5311,42.3,41305.0,22859.0,1032
AL,Gordon,1444,49.6,34688.0,19283.0,313
AL,Goshen,1603,42.5,43517.0,23256.0,281
AL,Grady,1810,46.5,40250.0,26931.0,282
AL,Graham,378,55.1,25455.0,16648.0,113
AL,Grand Bay,16369,34.9,51517.0,20734.0,3398
AL,Grant,5141,45.1,42667.0,25894.0,749
AL,Graysville,2282,47.7,46745.0,21115.0,342
AL,Greensboro,6620,40.1,29625.0,19527.0,1902
AL,Greenville,13361,39.6,38362.0,20008.0,3209
AL,Grove Hill,4701,46.5,45793.0,24532.0,1055
AL,Guin,4781,47.3,36323.0,21383.0,1209
AL,Gulf Shores,13643,53.1,50737.0,37030.0,1829
AL,Guntersville,17035,45.3,47583.0,30287.0,2182
AL,Gurley,7034,43.1,62313.0,35436.0,840
AL,Hackleburg,2012,41.7,27708.0,18430.0,487
AL,Haleyville,12977,43.5,31781.0,18277.0,2611
AL,Hamilton,11540,42.7,38673.0,23380.0,1578
AL,Hanceville,12498,43.0,38133.0,19834.0,2288
AL,Hardaway,102,60.3,44125.0,18589.0,9
AL,Harpersville,1901,49.7,43013.0,24714.0,377
AL,Hartford,5824,42.7,41821.0,23647.0,1385
AL,Hartselle,25256,40.4,52239.0,25258.0,2332
AL,Harvest,21862,37.2,83457.0,33863.0,1248
AL,Hatchechubbee,263,56.0,32500.0,30322.0,91
AL,Hayden,9034,40.8,51406.0,22569.0,886
AL,Hayneville,3560,39.8,22584.0,14910.0,1507
AL,Hazel Green,11782,42.2,45158.0,24991.0,1258
AL,Headland,8594,41.3,52611.0,25908.0,729
AL,Heflin,8657,42.0,35618.0,19856.0,1801
AL,Helena,17286,35.5,83933.0,32888.0,564
AL,Henagar,4623,41.8,38000.0,20211.0,756
AL,Higdon,1540,38.0,33902.0,15028.0,307
AL,Highland Home,1349,37.4,56797.0,24202.0,76
AL,Hillsboro,3449,50.0,42000.0,21231.0,697
AL,Hodges,867,46.5,36786.0,24103.0,67
AL,Holly Pond,3500,34.2,35092.0,16591.0,659
AL,Hollytree,176,44.4,18304.0,14224.0,113
AL,Hollywood,2834,43.1,44232.0,18416.0,390
AL,Honoraville,2199,39.0,40104.0,17061.0,299
AL,Hope Hull,3223,47.5,46349.0,25063.0,784
AL,Horton,5475,36.7,39282.0,19919.0,1533
AL,Houston,1237,43.1,29205.0,16749.0,197
AL,Huntsville,195511,36.17,58905.7,31919.2,34835
AL,Hurtsboro,1626,51.3,32083.0,17179.0,360
AL,Huxford,197,45.6,90524.0,22055.0,24
AL,Ider,2074,46.3,42075.0,23892.0,220
AL,Irvington,10569,40.2,39756.0,20189.0,2491
AL,Iuka,9342,48.6,43530.0,22273.0,1379
AL,Jack,1357,42.8,39423.0,23209.0,241
AL,Jackson,9884,40.4,30000.0,18427.0,3063
AL,Jacksons Gap,2986,49.0,50000.0,28263.0,569
AL,Jacksonville,20869,30.7,47838.0,23212.0,3641
AL,Jasper,31728,41.76666666666667,41248.333333333336,21889.333333333332,6231
AL,Jemison,8433,37.8,36040.0,19713.0,1881
AL,Jones,748,48.5,41615.0,18039.0,153
AL,Joppa,1584,49.1,29221.0,29418.0,410
AL,Kellyton,1855,51.8,28189.0,17556.0,316
AL,Kennedy,1612,45.4,36635.0,32406.0,117
AL,Killen,13658,43.7,57748.0,28969.0,1244
AL,Kimberly,3001,36.7,77218.0,27895.0,267
AL,Kinston,2245,50.4,39375.0,22405.0,296
AL,Laceys Spring,5480,40.5,52032.0,23840.0,754
AL,Lafayette,5984,46.6,31939.0,20829.0,1088
AL,Lanett,11671,45.2,36746.0,23035.0,2277
AL,Langston,753,51.1,40417.0,22019.0,291
AL,Lapine,1356,50.3,43750.0,21428.0,380
AL,Lawley,253,62.9,30332.0,14334.0,33
AL,Leeds,13938,39.1,59097.0,28442.0,1898
AL,Leesburg,3912,41.8,51458.0,25393.0,498
AL,Leighton,4303,47.0,39492.0,21177.0,491
AL,Lester,1058,43.2,43594.0,22491.0,124
AL,Letohatchee,1195,46.5,38036.0,17722.0,413
AL,Lexington,3235,38.3,48516.0,22434.0,363
AL,Lillian,4754,58.2,46387.0,25398.0,410
AL,Lincoln,7443,43.5,51010.0,26950.0,736
AL,Linden,2698,51.4,36375.0,28490.0,532
AL,Lineville,5438,42.4,33977.0,19729.0,778
AL,Lisman,2007,50.4,30417.0,20800.0,551
AL,Livingston,4798,25.2,13506.0,12415.0,1964
AL,Loachapoka,29,60.1,41250.0,21548.0,10
AL,Lockhart,286,47.6,31250.0,19478.0,47
AL,Locust Fork,1925,47.6,43000.0,18437.0,213
AL,Logan,1093,40.6,36971.0,20536.0,73
AL,Louisville,1491,45.1,36406.0,17555.0,434
AL,Lower Peach Tree,498,37.4,10781.0,9946.0,279
AL,Lowndesboro,1384,51.3,42045.0,22838.0,158
AL,Loxley,9063,41.2,48698.0,21720.0,1076
AL,Luverne,5844,41.6,39397.0,21887.0,995
AL,Lynn,1071,48.0,41563.0,20609.0,157
AL,Madison,74002,37.333333333333336,85523.66666666667,38366.333333333336,4709
AL,Magnolia,353,51.0,45341.0,135975.0,55
AL,Magnolia Springs,678,63.5,50625.0,36429.0,71
AL,Maplesville,2945,37.9,43438.0,24135.0,660
AL,Marbury,1898,41.1,41143.0,32608.0,325
AL,Marion,5780,38.3,25498.0,13071.0,2233
AL,Marion Junction,1656,44.5,29798.0,20649.0,409
AL,Maylene,8479,37.8,80948.0,34325.0,598
AL,McCalla,16347,38.7,74950.0,30188.0,835
AL,McIntosh,2897,41.3,48143.0,35443.0,261
AL,McKenzie,1381,46.7,22412.0,17466.0,240
AL,Mentone,1668,52.6,35096.0,29655.0,421
AL,Meridianville,7573,42.8,83533.0,38665.0,574
AL,Midland City,6560,37.0,41516.0,23913.0,1430
AL,Midway,1684,44.9,24250.0,18038.0,514
AL,Millbrook,15527,33.8,58241.0,25283.0,2765
AL,Millport,2893,46.0,40662.0,22038.0,441
AL,Millry,3775,44.7,40268.0,20390.0,571
AL,Minter,924,46.6,28333.0,16304.0,276
AL,Mobile,272503,37.9125,38426.875,23020.5,55166
AL,Monroeville,10415,39.9,26172.0,17650.0,3390
AL,Montevallo,15152,33.6,39712.0,20277.0,3085
AL,Montgomery,209730,35.31666666666667,44897.416666666664,23595.583333333332,44006
AL,Moody,11167,36.9,60877.0,29344.0,790
AL,Morris,4281,46.5,64950.0,30193.0,223
AL,Moulton,14241,40.4,45010.0,21731.0,2385
