State,City,Population,MedianAge,HouseholdIncome,PerCapitaIncome,PovertyCount
IA,Thornton,569,43.5,42708.0,24704.0,82
IA,Thurman,507,42.8,67938.0,28895.0,89
IA,Tiffin,2877,32.1,67500.0,31736.0,186
IA,Tingley,300,30.2,53631.0,25045.0,25
IA,Tipton,4979,40.8,61161.0,27767.0,199
IA,Titonka,894,44.0,54107.0,25868.0,94
IA,Toddville,967,61.0,92206.0,40642.0,39
IA,Toledo,3251,43.1,50518.0,24847.0,528
IA,Tracy,534,40.1,74688.0,28027.0,45
IA,Traer,2328,43.9,60250.0,28548.0,141
IA,Treynor,1447,41.6,74792.0,38327.0,37
IA,Tripoli,2104,41.5,50321.0,25077.0,217
IA,Truro,1080,38.7,54821.0,24012.0,72
IA,Udell,156,52.3,70179.0,26686.0,6
IA,Underwood,2129,39.7,104333.0,39854.0,68
IA,Union,1076,52.3,59500.0,28461.0,97
IA,Unionville,298,49.2,53214.0,29567.0,49
IA,University Park,441,25.5,37857.0,14401.0,100
IA,Urbana,1480,35.1,80583.0,31577.0,77
IA,Urbandale,44650,37.4,98605.5,47467.0,2963
IA,Ute,581,47.0,42000.0,28094.0,79
IA,Vail,812,41.1,55417.0,26785.0,59
IA,Van Horne,1212,32.7,59500.0,27576.0,117
IA,Van Meter,2626,39.5,106202.0,45163.0,100
IA,Van Wert,429,45.7,68060.0,29171.0,18
IA,Varina,67,33.9,26250.0,13845.0,23
IA,Ventura,843,46.0,67656.0,32886.0,25
IA,Victor,1452,44.6,57857.0,28811.0,88
IA,Villisca,2017,42.2,50776.0,27410.0,270
IA,Vincent,204,56.5,44063.0,29143.0,11
IA,Vining,66,46.0,53750.0,29571.0,2
IA,Vinton,7451,44.9,52414.0,32265.0,816
IA,Volga,354,53.1,62656.0,28461.0,19
IA,Wadena,368,49.8,66250.0,31671.0,67
IA,Walcott,2289,44.1,59402.0,31067.0,157
IA,Walford,1377,38.6,104643.0,41454.0,16
IA,Walker,1747,45.4,70673.0,30740.0,146
IA,Wall Lake,1050,42.0,56458.0,25394.0,113
IA,Wallingford,391,34.9,51500.0,26068.0,71
IA,Walnut,1087,51.8,53967.0,34230.0,51
IA,Wapello,3312,43.8,59405.0,30684.0,342
IA,Washington,9284,42.5,51678.0,27840.0,1090
IA,Washta,697,39.3,58676.0,23940.0,77
IA,Waterloo,69529,37.13333333333333,44576.0,24760.0,11246
IA,Waterville,470,47.9,59375.0,35890.0,38
IA,Watkins,336,56.1,71058.0,40209.0,9
IA,Waucoma,886,42.7,61534.0,29936.0,62
IA,Waukee,21811,32.5,95987.0,44376.0,660
IA,Waukon,5901,44.1,49228.0,29323.0,448
IA,Waverly,12156,37.2,67874.0,32553.0,753
IA,Wayland,1765,36.1,55625.0,23306.0,209
IA,Webb,377,54.4,46953.0,30016.0,15
IA,Webster,299,41.8,52250.0,24930.0,30
IA,Webster City,9134,42.4,50777.0,27302.0,981
IA,Weldon,386,37.4,41111.0,20153.0,102
IA,Wellman,2636,39.3,65465.0,28977.0,113
IA,Wellsburg,1258,42.4,65063.0,38622.0,54
IA,Welton,114,40.2,53750.0,27433.0,9
IA,Wesley,654,42.7,65750.0,32687.0,48
IA,West Bend,1208,46.7,45917.0,29333.0,124
IA,West Branch,3519,48.8,67222.0,35163.0,226
IA,West Burlington,4447,40.8,47896.0,25281.0,606
IA,West Chester,213,40.6,39427.0,21485.0,5
IA,West Des Moines,60384,35.8,72610.0,44736.0,3895
IA,West Liberty,4807,35.0,58615.0,26797.0,96
IA,West Point,2374,49.2,64298.0,35631.0,58
IA,West Union,3604,42.6,49250.0,27759.0,409
IA,Westfield,523,44.0,44837.0,25820.0,149
IA,Westgate,439,48.7,64444.0,35491.0,22
IA,Westphalia,58,52.5,42083.0,29040.0,10
IA,Westside,640,48.2,56000.0,32037.0,39
IA,Wever,776,56.3,58325.0,30644.0,32
IA,What Cheer,948,45.9,37667.0,21885.0,122
IA,Wheatland,1351,39.2,57500.0,24767.0,161
IA,Whiting,1198,36.8,50667.0,27599.0,122
IA,Whittemore,796,40.5,56635.0,29988.0,51
IA,Williams,605,37.5,53000.0,22608.0,63
IA,Williamsburg,4440,39.0,49574.0,26501.0,528
IA,Williamson,135,31.9,44375.0,19876.0,7
IA,Wilton,4479,39.0,57014.0,30039.0,277
IA,Winfield,1443,44.0,50500.0,26489.0,167
IA,Winterset,8290,39.9,54575.0,31215.0,723
IA,Winthrop,1772,38.0,63750.0,26997.0,110
IA,Wiota,277,43.7,48914.0,29294.0,6
IA,Woden,401,43.9,46250.0,25777.0,61
IA,Woodbine,2407,37.9,62568.0,29582.0,178
IA,Woodburn,641,43.9,51964.0,24858.0,120
IA,Woodward,3085,38.0,69526.0,30102.0,348
IA,Woolstock,397,49.7,62417.0,32966.0,13
IA,Worthington,677,48.6,67292.0,29466.0,36
IA,Wyoming,902,42.6,55000.0,24895.0,80
IA,Yale,476,43.9,45625.0,26924.0,32
IA,Yorktown,60,50.5,39500.0,17428.0,2
IA,Zearing,768,47.8,60000.0,30564.0,87
IA,Zwingle,994,44.5,53095.0,29103.0,86
ID,Aberdeen,3534,32.5,43793.0,17904.0,473
ID,Ahsahka,181,51.3,44107.0,36367.0,23
ID,Albion,813,22.6,60353.0,19726.0,150
ID,Almo,153,56.9,31731.0,22554.0,25
ID,American Falls,6109,34.4,47717.0,21217.0,611
ID,Arbon,123,49.2,48750.0,44225.0,19
ID,Arco,1405,43.4,33897.0,22114.0,326
ID,Arimo,638,28.3,42727.0,21400.0,54
ID,Ashton,2397,36.6,42206.0,19186.0,497
ID,Athol,6215,45.5,55457.0,24279.0,843
ID,Atomic City,38,57.8,37708.0,20032.0,15
ID,Avery,174,26.8,33542.0,35198.0,47
ID,Bancroft,817,37.1,49712.0,24503.0,88
ID,Basalt,357,36.6,41250.0,16065.0,48
ID,Bayview,1123,44.4,46193.0,33149.0,411
ID,Bellevue,3696,41.4,59243.0,31783.0,179
ID,Bern,135,54.2,64250.0,27004.0,11
ID,Blackfoot,26646,32.9,51326.0,21620.0,3621
ID,Blanchard,1631,44.4,41250.0,26951.0,314
ID,Bliss,1017,45.4,42212.0,26607.0,162
ID,Boise,272677,37.29,59122.0,34615.6,35022
ID,Bonners Ferry,8028,43.2,40526.0,25926.0,1446
ID,Bovill,193,52.1,34219.0,19903.0,38
ID,Bruneau,672,32.9,48333.0,25252.0,26
ID,Buhl,9432,45.3,43773.0,23568.0,1177
ID,Burley,17044,31.9,45968.0,19893.0,2622
ID,Calder,132,58.8,25625.0,25836.0,19
ID,Caldwell,68261,33.45,45042.0,19374.5,11744
ID,Cambridge,942,53.8,35057.0,26211.0,163
ID,Carey,885,39.3,61250.0,23164.0,27
ID,Carmen,763,56.6,32500.0,17362.0,199
ID,Cascade,2091,58.8,53025.0,28793.0,213
ID,Castleford,511,41.8,45347.0,20866.0,66
ID,Cataldo,893,50.1,58750.0,55623.0,37
ID,Challis,2230,52.0,34453.0,18699.0,411
ID,Chester,235,20.8,50385.0,10203.0,8
ID,Clark Fork,1192,55.5,20278.0,17564.0,410
ID,Clarkia,56,68.5,24375.0,25955.0,7
ID,Clayton,202,63.1,34246.0,28002.0,30
ID,Clifton,697,23.3,45750.0,13393.0,96
ID,Cocolalla,985,46.2,63158.0,29087.0,194
ID,Coeur D Alene,60080,38.8,50109.0,29451.5,8312
ID,Cottonwood,2439,35.1,48800.0,18433.0,245
ID,Council,2055,53.5,39557.0,23208.0,313
ID,Craigmont,737,52.1,44688.0,25972.0,63
ID,Culdesac,896,43.0,51125.0,27670.0,155
ID,Dayton,519,27.6,56875.0,18697.0,36
ID,Deary,1300,47.4,48542.0,23297.0,111
ID,Declo,1702,38.9,62581.0,20992.0,201
ID,Desmet,300,45.8,32292.0,13502.0,138
ID,Dietrich,831,32.0,47083.0,15966.0,102
ID,Donnelly,1261,57.3,50156.0,28095.0,246
ID,Dover,349,34.0,51696.0,25104.0,9
ID,Downey,1683,37.2,41328.0,21994.0,367
ID,Driggs,3458,35.6,56667.0,31108.0,313
ID,Dubois,947,29.2,33625.0,15669.0,251
ID,Eagle,27141,45.7,82929.0,44178.0,2002
ID,Eden,706,48.7,57708.0,29954.0,115
ID,Elk City,303,68.4,27778.0,23727.0,43
ID,Elk River,123,64.8,26786.0,22520.0,10
ID,Emmett,15462,45.2,42791.0,20403.0,3009
ID,Fairfield,779,39.8,37083.0,22293.0,186
ID,Farmington,243,48.4,64375.0,28032.0,17
ID,Ferdinand,359,45.3,56250.0,22258.0,18
ID,Fernwood,835,40.0,34594.0,12617.0,61
ID,Filer,6033,34.3,57988.0,22777.0,636
ID,Firth,2250,35.0,66522.0,20829.0,135
ID,Fish Haven,213,67.3,51250.0,29349.0,8
ID,Fort Hall,297,37.0,30250.0,13039.0,99
ID,Franklin,1086,30.3,53125.0,23423.0,252
ID,Freedom,877,39.6,85625.0,34411.0,175
ID,Fruitland,7805,35.6,49303.0,24267.0,1016
ID,Garden Valley,2009,56.9,49201.0,27776.0,311
ID,Genesee,1531,38.5,64375.0,29291.0,147
ID,Georgetown,548,39.1,60625.0,23318.0,33
ID,Glenns Ferry,1316,39.7,30543.0,16710.0,306
ID,Gooding,6480,35.1,44153.0,22614.0,969
ID,Grace,2200,40.3,51542.0,25246.0,192
ID,Grand View,1173,37.8,38851.0,17639.0,294
ID,Grangeville,5742,42.5,47620.0,21081.0,629
ID,Greencreek,209,47.8,45833.0,22228.0,6
ID,Greenleaf,1684,34.3,53277.0,17496.0,320
ID,Hagerman,2811,47.6,36339.0,20696.0,498
ID,Hailey,10447,41.6,58244.0,31695.0,1740
ID,Hamer,418,37.5,44625.0,22696.0,44
ID,Hammett,530,58.7,32375.0,18634.0,82
ID,Hansen,2131,30.8,45074.0,20733.0,249
ID,Harrison,1401,60.4,65972.0,35473.0,154
ID,Harvard,236,46.6,51964.0,25457.0,11
ID,Hayden,20979,44.2,65174.0,31724.0,1157
ID,Hazelton,1786,39.2,45969.0,21094.0,352
ID,Heyburn,5658,30.7,53828.0,21888.0,1226
ID,Homedale,4278,39.4,37421.0,16619.0,1075
ID,Hope,812,60.4,48650.0,31660.0,86
ID,Horseshoe Bend,1722,50.7,42330.0,22389.0,175
ID,Howe,303,47.2,75568.0,31656.0,3
ID,Idaho City,685,52.2,29318.0,21772.0,130
ID,Idaho Falls,107054,33.35,56610.0,27006.5,12739
ID,Indian Valley,268,59.4,48750.0,28402.0,37
ID,Inkom,2201,47.4,54242.0,28322.0,226
ID,Iona,2033,26.1,67500.0,21814.0,81
ID,Irwin,435,57.0,49643.0,26671.0,49
ID,Island Park,810,60.6,52330.0,37699.0,73
ID,Jerome,20561,32.0,46081.0,18695.0,3338
ID,Jordan Valley,498,45.0,40313.0,30232.0,68
ID,Juliaetta,1175,42.7,47841.0,25110.0,256
ID,Kamiah,4343,48.4,34805.0,18451.0,1036
ID,Kellogg,3089,41.8,43958.0,21886.0,466
ID,Kendrick,1094,49.7,53125.0,30406.0,88
ID,Ketchum,4688,45.4,58245.0,36755.0,856
ID,Kimberly,7765,33.5,56704.0,21946.0,688
ID,King Hill,517,42.8,35104.0,22908.0,42
ID,Kingston,1240,56.1,44875.0,23154.0,210
ID,Kooskia,2318,54.5,39102.0,19934.0,311
ID,Kootenai,255,31.3,46042.0,16610.0,14
ID,Kuna,27846,32.4,66945.0,19058.0,3070
ID,Laclede,286,58.8,42235.0,31655.0,21
ID,Lapwai,2460,31.8,43583.0,17983.0,499
ID,Lava Hot Springs,807,40.6,53466.0,26241.0,73
ID,Leadore,349,35.5,35000.0,19119.0,69
ID,Lenore,1049,55.3,40962.0,26680.0,171
ID,Lewiston,34848,41.7,52285.0,27443.0,4618
ID,Lewisville,741,42.3,50625.0,20447.0,81
ID,Lowman,182,51.7,29205.0,15053.0,59
ID,Lucile,191,51.5,40625.0,16416.0,16
ID,Mackay,1084,49.7,50000.0,29204.0,182
ID,Malad City,4199,39.9,42716.0,21531.0,535
ID,Malta,1340,39.1,50250.0,20991.0,109
ID,Marsing,3468,36.1,40156.0,18213.0,762
ID,McCall,6832,46.4,55071.0,28338.0,592
ID,McCammon,1385,41.7,55921.0,29013.0,163
ID,Medimont,274,39.9,81023.0,25885.0,60
ID,Melba,3397,42.0,42452.0,26889.0,447
ID,Menan,1553,33.9,56250.0,21394.0,157
ID,Meridian,41893,38.1,64809.0,31088.0,4686
ID,Mesa,104,64.8,26691.0,26777.0,6
ID,Middleton,11191,32.9,49685.0,23110.0,1645
ID,Midvale,797,53.6,46875.0,26383.0,127
ID,Monteview,561,22.0,54196.0,19792.0,11
ID,Montpelier,3790,36.7,47050.0,24345.0,702
ID,Moore,1135,53.2,49138.0,31294.0,102
ID,Moscow,26335,26.9,37364.0,23840.0,6871
ID,Mountain Home,20624,33.4,46849.0,24231.0,3180
ID,Mountain Home A F B,3070,22.5,40458.0,17981.0,132
ID,Moyie Springs,1893,37.4,46923.0,21567.0,303
ID,Mullan,876,34.1,40179.0,19409.0,254
ID,Murphy,472,40.5,35208.0,28044.0,149
ID,Murtaugh,1248,28.3,47083.0,23076.0,150
ID,Nampa,113003,33.23333333333334,46568.666666666664,20210.666666666668,19360
ID,Naples,1402,49.1,33045.0,21151.0,291
ID,New Meadows,1468,52.6,44769.0,25629.0,180
ID,New Plymouth,4165,39.5,44320.0,21982.0,802
ID,Newdale,407,40.3,51023.0,23760.0,43
ID,Nezperce,780,42.4,52727.0,30646.0,51
ID,Nordman,249,49.8,26667.0,19735.0,27
ID,Notus,631,38.5,41250.0,15668.0,59
ID,Nyssa,5277,29.4,43229.0,16210.0,1223
ID,Oakley,2032,27.6,52143.0,19013.0,224
ID,Ola,238,56.5,34773.0,14798.0,48
ID,Oldtown,1875,50.7,45293.0,20629.0,353
ID,Orofino,5911,47.3,43854.0,21269.0,591
ID,Osburn,1950,47.8,44886.0,25386.0,228
ID,Paris,590,46.6,60104.0,24731.0,56
ID,Parma,6566,39.1,48313.0,20313.0,1013
ID,Paul,2956,41.3,51500.0,23454.0,250
ID,Payette,9754,42.9,49835.0,23129.0,1574
ID,Peck,374,59.0,44028.0,22813.0,86
ID,Pierce,553,48.0,34674.0,22031.0,85
ID,Pinehurst,2067,53.3,34922.0,28375.0,337
ID,Pingree,1312,43.1,65149.0,23289.0,206
ID,Plummer,1776,45.0,37216.0,17990.0,489
ID,Pocatello,78393,33.333333333333336,47645.0,23769.0,14115
ID,Pollock,243,64.3,21953.0,17907.0,32
ID,Ponderay,834,37.6,34000.0,19341.0,151
ID,Post Falls,40152,36.0,51849.0,25086.0,5508
ID,Potlatch,2115,31.9,49177.0,22218.0,289
ID,Preston,9264,34.7,50727.0,20977.0,1037
ID,Priest River,6350,45.7,41582.0,19637.0,804
ID,Princeton,979,39.7,50233.0,28182.0,177
ID,Rathdrum,14414,42.3,61212.0,27192.0,1421
ID,Reubens,135,31.3,50000.0,17846.0,8
ID,Rexburg,35817,23.6,32639.0,15382.0,11733
ID,Richfield,1261,36.8,48527.0,19077.0,186
ID,Rigby,21446,30.0,59763.0,22102.0,1850
ID,Riggins,691,62.1,39808.0,26351.0,58
ID,Ririe,1052,40.6,45134.0,20678.0,121
ID,Roberts,1147,42.1,36563.0,16510.0,279
ID,Rockland,538,38.3,55577.0,24966.0,31
ID,Rogerson,130,31.5,25000.0,14277.0,21
ID,Rupert,12418,35.9,44701.0,21958.0,2172
ID,Sagle,6141,51.0,51559.0,29080.0,573
ID,Saint Anthony,7396,36.6,57016.0,20495.0,633
ID,Saint Charles,298,41.6,43750.0,21091.0,6
ID,Saint Maries,6263,50.2,48242.0,26862.0,734
ID,Salmon,5899,51.7,36447.0,22370.0,932
ID,Sandpoint,18071,45.8,48351.0,28555.0,2389
ID,Shelley,9197,32.6,56288.0,20033.0,771
ID,Shoshone,3177,33.4,43864.0,19484.0,322
ID,Silverton,609,50.1,64487.0,30559.0,71
ID,Smelterville,869,38.5,33661.0,16145.0,140
ID,Soda Springs,3797,36.0,61272.0,26729.0,358
ID,Spirit Lake,4766,47.4,48474.0,26431.0,783
ID,Star,9856,35.9,57023.0,28623.0,869
ID,Stites,684,61.7,31667.0,23502.0,68
ID,Sugar City,2584,22.0,47798.0,17945.0,261
ID,Sun Valley,1353,53.7,61607.0,38514.0,189
ID,Sweet,554,50.0,49643.0,16682.0,197
ID,Tendoy,108,60.5,53333.0,31571.0,14
ID,Tensed,299,47.4,40536.0,18352.0,71
ID,Terreton,1003,31.1,48125.0,17213.0,77
ID,Teton,1002,28.9,51125.0,18370.0,184
ID,Tetonia,1919,29.4,68125.0,21197.0,34
ID,Thatcher,279,21.6,89063.0,17323.0,69
ID,Troy,2132,45.2,61895.0,29229.0,126
ID,Twin Falls,55237,33.5,47906.0,22756.0,8684
ID,Ucon,401,29.5,40536.0,19276.0,27
ID,Victor,5110,38.9,50688.0,28531.0,472
ID,Viola,620,50.1,99886.0,66319.0,21
ID,Wallace,1325,48.2,33857.0,23398.0,334
ID,Wayan,138,60.1,42321.0,23577.0,3
ID,Weippe,1156,55.8,32420.0,21589.0,216
ID,Weiser,8213,43.1,36991.0,19178.0,1259
ID,Wendell,4685,33.3,47095.0,17659.0,668
ID,Weston,1275,30.0,55441.0,19381.0,111
ID,White Bird,345,66.3,57778.0,31199.0,35
ID,Wilder,4511,35.3,45645.0,20453.0,689
ID,Winchester,519,52.6,38500.0,22767.0,57
ID,Worley,1782,49.0,54868.0,24897.0,330
IL,Abingdon,3908,39.3,41601.0,20588.0,743
IL,Addieville,1183,44.5,60893.0,32636.0,46
IL,Addison,39405,35.9,59411.0,26339.0,5731
IL,Albany,1153,47.0,49167.0,28115.0,94
IL,Albers,1742,35.5,65500.0,29210.0,156
IL,Albion,3435,42.6,48717.0,26136.0,374
IL,Aledo,5053,49.0,49433.0,28349.0,472
IL,Alexander,291,53.0,79531.0,44030.0,43
IL,Alexis,1435,44.8,56141.0,26948.0,122
IL,Algonquin,32958,40.3,101946.0,40081.0,1334
IL,Alhambra,1664,44.1,71495.0,33804.0,60
IL,Allendale,1197,35.2,59286.0,22999.0,138
IL,Allerton,324,42.8,51250.0,25237.0,29
IL,Alma,791,38.1,48500.0,24771.0,147
IL,Alpha,900,48.3,54844.0,32415.0,62
IL,Alsey,156,43.1,32813.0,16815.0,51
IL,Alsip,22362,36.4,51439.0,24829.0,2122
IL,Altamont,4271,40.8,53144.0,27910.0,470
IL,Alto Pass,560,55.4,51736.0,25451.0,64
IL,Alton,31489,41.1,42464.0,25781.0,7563
IL,Altona,823,40.4,50804.0,25164.0,111
IL,Alvin,589,41.9,51964.0,18170.0,123
IL,Amboy,3825,47.0,52008.0,26227.0,450
IL,Anchor,170,34.1,56250.0,25258.0,24
IL,Ancona,222,54.1,55167.0,43459.0,8
IL,Andalusia,1300,44.5,70750.0,34796.0,47
IL,Anna,6917,45.1,45714.0,24035.0,1430
IL,Annapolis,382,44.2,65714.0,22881.0,60
IL,Annawan,1365,42.1,56188.0,29102.0,75
IL,Antioch,24217,42.3,76694.0,35910.0,2103
IL,Apple River,943,55.9,53333.0,32330.0,100
IL,Arcola,4122,34.0,52454.0,24139.0,534
IL,Arenzville,1178,42.0,65313.0,27919.0,74
IL,Argenta,2792,45.7,76164.0,35938.0,106
IL,Arlington,479,47.9,73750.0,35206.0,72
IL,Arlington Heights,81089,43.25,84026.5,45553.0,4555
IL,Armington,623,42.0,69250.0,27176.0,21
IL,Armstrong,476,49.3,56875.0,34160.0,112
IL,Aroma Park,568,39.1,50764.0,19093.0,91
IL,Arrowsmith,469,37.2,54091.0,29128.0,48
IL,Arthur,4942,32.2,56667.0,22696.0,377
IL,Ashkum,1422,40.7,61938.0,29703.0,110
IL,Ashland,1773,47.8,65568.0,33817.0,82
IL,Ashley,1279,38.3,46103.0,25001.0,205
IL,Ashmore,1193,46.0,60000.0,31458.0,94
IL,Ashton,1795,39.9,54808.0,24656.0,334
IL,Assumption,1747,37.7,45938.0,24236.0,251
IL,Astoria,1566,40.1,36445.0,20510.0,384
IL,Athens,4053,36.8,68899.0,34572.0,332
IL,Atkinson,1472,42.0,55114.0,26265.0,107
IL,Atlanta,2283,42.8,57708.0,29647.0,163
IL,Atwood,1446,40.2,46917.0,25770.0,104
IL,Auburn,5565,38.7,61657.0,29124.0,409
IL,Augusta,672,44.1,61094.0,26414.0,113
IL,Aurora,169761,32.56666666666666,62141.333333333336,25549.0,26322
IL,Ava,1978,43.2,43212.0,26612.0,362
IL,Aviston,2807,36.9,82731.0,34204.0,151
IL,Avon,1760,42.0,53466.0,26474.0,267
IL,Baileyville,496,52.3,54063.0,38072.0,11
IL,Baldwin,734,42.2,40489.0,26209.0,138
IL,Bardolph,278,39.2,20469.0,11612.0,129
IL,Barnhill,115,54.7,45714.0,32738.0,5
IL,Barrington,45680,47.5,130748.0,67339.0,1839
IL,Barry,2395,37.7,41903.0,21978.0,290
IL,Bartelso,1720,42.0,98884.0,37891.0,54
IL,Bartlett,42409,39.2,100994.0,38516.0,1920
IL,Basco,379,44.9,53523.0,27937.0,36
IL,Batavia,29652,42.5,93750.0,45484.0,1601
IL,Batchtown,600,42.0,63021.0,27016.0,13
IL,Bath,683,50.0,42083.0,24315.0,75
IL,Baylis,638,37.6,37500.0,21355.0,69
IL,Beardstown,7597,37.0,43712.0,21071.0,1309
IL,Beason,465,36.0,59464.0,30834.0,18
IL,Beaverville,421,50.6,36563.0,21790.0,53
IL,Beckemeyer,955,41.1,41087.0,24699.0,173
IL,Beecher,7625,45.9,64684.0,30004.0,640
IL,Beecher City,1948,39.3,40547.0,23882.0,452
IL,Belknap,482,44.7,70139.0,28674.0,42
IL,Belle Rive,984,33.6,50208.0,25808.0,201
IL,Belleville,93777,39.625,54446.75,31156.25,11652
IL,Bellflower,551,44.3,53021.0,24950.0,87
IL,Bellmont,212,50.0,33333.0,20238.0,68
IL,Bellwood,19031,36.9,55471.0,24886.0,2130
IL,Belvidere,34628,38.5,58654.0,27223.0,4020
IL,Bement,1961,43.0,54531.0,31077.0,133
IL,Benld,1731,38.9,39850.0,20176.0,347
IL,Bensenville,20300,35.4,62604.0,26080.0,2108
IL,Benson,706,39.1,64438.0,29907.0,75
IL,Benton,11132,43.2,41102.0,24640.0,2169
IL,Berkeley,5197,39.1,68750.0,29690.0,389
IL,Berwick,295,72.1,50000.0,27115.0,42
IL,Berwyn,63963,34.9,60045.0,23692.0,7668
IL,Bethalto,11571,39.5,64880.0,30349.0,1046
IL,Bethany,1989,41.9,52679.0,27073.0,167
IL,Big Rock,1649,44.5,93064.0,36453.0,88
IL,Biggsville,564,54.6,44615.0,31664.0,19
IL,Bingham,157,60.8,47000.0,27400.0,13
IL,Bishop Hill,120,59.3,45000.0,28089.0,12
IL,Bismarck,1127,44.6,60288.0,25533.0,128
IL,Blackstone,196,32.5,61250.0,27606.0,6
IL,Blandinsville,1195,44.4,51964.0,25270.0,150
IL,Bloomingdale,22851,44.0,79126.0,39449.0,1227
IL,Bloomington,72814,34.3,65446.0,35427.0,9569
IL,Blue Island,24909,35.1,40765.0,19922.0,5124
IL,Blue Mound,1744,34.0,51292.0,22110.0,284
IL,Bluffs,1180,41.2,50714.0,28065.0,253
IL,Bluford,2099,39.5,50486.0,21860.0,310
IL,Bolingbrook,74548,34.95,94673.0,33000.5,5718
IL,Bondville,251,45.5,59375.0,31047.0,36
IL,Bone Gap,377,41.6,62813.0,23495.0,23
IL,Bonfield,1478,53.4,66800.0,33637.0,183
IL,Bonnie,1297,44.4,41905.0,24104.0,201
IL,Boody,254,37.5,78500.0,24022.0,45
IL,Bourbonnais,29273,33.9,65924.0,28871.0,2785
IL,Bowen,537,38.4,55938.0,22378.0,106
IL,Braceville,1753,40.4,59537.0,25771.0,196
IL,Bradford,1274,37.9,54375.0,26372.0,266
IL,Bradley,10122,33.8,55789.0,24635.0,1035
IL,Braidwood,5549,39.1,63372.0,28977.0,618
IL,Breese,6242,40.7,69673.0,37157.0,202
IL,Bridgeport,3117,43.0,47296.0,24925.0,162
IL,Bridgeview,16552,37.5,54075.0,23795.0,2990
IL,Brighton,6500,44.2,70478.0,32728.0,344
IL,Brimfield,3372,42.7,85208.0,43853.0,67
IL,Bristol,1744,48.9,57927.0,28512.0,532
IL,Broadlands,467,44.5,61875.0,32612.0,88
IL,Broadview,7892,46.7,53100.0,27736.0,611
IL,Brocton,682,38.2,66161.0,27595.0,77
IL,Brookfield,18955,39.6,78380.0,35456.0,1528
IL,Brookport,2317,53.3,35106.0,25053.0,284
IL,Broughton,478,52.1,34583.0,18243.0,139
IL,Browning,504,50.0,45250.0,29684.0,19
IL,Browns,241,53.8,49000.0,25085.0,26
IL,Brownstown,1851,42.4,52115.0,28235.0,248
IL,Brussels,506,49.9,55000.0,26891.0,50
IL,Bryant,219,45.0,46667.0,31846.0,40
IL,Buckingham,550,36.3,75388.0,25491.0,41
IL,Buckley,777,49.4,57667.0,31020.0,92
IL,Buckner,434,38.6,31111.0,18133.0,135
IL,Buda,807,42.9,42763.0,23962.0,119
IL,Buffalo,996,45.7,57361.0,29821.0,127
IL,Buffalo Grove,41601,42.2,106630.0,49981.0,1894
IL,Bulpitt,174,39.8,38438.0,17399.0,29
IL,Buncombe,972,43.1,44750.0,32118.0,94
IL,Bunker Hill,4247,42.1,60361.0,25899.0,600
IL,Burbank,29040,38.1,55960.0,23108.0,3110
IL,Bureau,218,36.6,45417.0,25063.0,46
IL,Burlington,635,40.6,74688.0,37289.0,69
IL,Burnt Prairie,144,37.0,71458.0,34063.0,7
IL,Bushnell,3206,40.0,42957.0,22664.0,338
IL,Butler,461,55.0,42083.0,27472.0,20
IL,Byron,7930,38.5,73333.0,34322.0,301
IL,Cabery,510,45.0,65167.0,30807.0,97
IL,Cairo,2775,35.1,24388.0,18353.0,1091
IL,Caledonia,2290,51.2,94271.0,43412.0,16
IL,Calhoun,310,54.7,47917.0,28762.0,15
IL,Calumet City,37190,35.7,42429.0,20397.0,7990
IL,Camargo,931,46.8,63269.0,28745.0,84
IL,Cambria,421,38.6,50469.0,19395.0,56
IL,Cambridge,3373,42.5,59107.0,27117.0,288
IL,Camden,196,60.4,34722.0,28535.0,31
IL,Cameron,663,47.4,78750.0,30083.0,99
IL,Camp Point,2043,47.3,51604.0,24339.0,97
IL,Campbell Hill,1014,34.8,70795.0,29633.0,99
IL,Campus,150,35.4,44444.0,21648.0,30
IL,Canton,17112,41.0,46382.0,23243.0,2719
IL,Cantrall,703,57.4,90500.0,50772.0,64
IL,Capron,2464,34.6,59152.0,25829.0,379
IL,Carbon Cliff,1236,27.6,30685.0,17121.0,453
IL,Carbondale,34451,28.133333333333336,40812.0,24411.333333333332,11381
IL,Carlinville,7685,38.4,56414.0,26161.0,1070
IL,Carlock,1690,39.0,83008.0,37110.0,89
IL,Carlyle,7397,42.1,56364.0,28252.0,829
IL,Carman,349,60.7,56458.0,29345.0,18
IL,Carmi,7233,46.3,44607.0,28579.0,840
IL,Carol Stream,42876,37.8,78738.0,33105.0,3432
IL,Carpentersville,39380,30.4,61287.0,22554.0,6647
IL,Carrier Mills,2494,45.2,32159.0,17614.0,587
IL,Carrollton,3583,40.8,49406.0,26150.0,405
IL,Carterville,10225,36.1,58409.0,29486.0,1367
IL,Carthage,3982,47.3,51961.0,28117.0,268
IL,Cary,26166,39.9,98459.0,40567.0,1788
IL,Casey,4756,38.9,45758.0,27342.0,665
IL,Caseyville,6988,37.6,49387.0,33429.0,1025
IL,Castleton,99,36.9,41016.0,18888.0,40
IL,Catlin,2591,39.6,53944.0,27243.0,144
IL,Cave In Rock,1199,43.2,55774.0,21389.0,175
IL,Cedar Point,319,37.4,65714.0,32038.0,28
IL,Cedarville,431,48.7,57222.0,26220.0,26
IL,Centralia,21888,41.8,40478.0,20984.0,4199
