Zipcode,Population,MedianAge,HouseholdIncome,PerCapitaIncome,PovertyCount,City,State,Latitude,Longitude,Timezone,DaylightSavingsTimeFlag,geopoint
602,39209,40.9,16190,8978,20428,Aguada,PR,18.363285,-67.18024,-4,0,18.363285
603,50135,40.4,16645,10897,25176,Aguadilla,PR,18.448619,-67.13422,-4,0,18.448619
606,6304,42.8,13387,5960,4092,Maricao,PR,18.182151,-66.9588,-4,0,18.182151
610,27590,41.4,18741,9266,12553,Anasco,PR,18.288319,-67.13604,-4,0,18.288319
612,62566,41.4,17744,10283,29872,Arecibo,PR,18.449732,-66.69879,-4,0,18.449732
616,10687,43.7,14918,9002,5364,Bajadero,PR,18.426748,-66.67669,-4,0,18.426748
617,24508,38.7,17157,8762,11774,Barceloneta,PR,18.455499,-66.55575,-4,0,18.455499
622,7405,48.4,16727,11935,4013,Boqueron,PR,18.003125,-67.16745,-4,0,18.003125
623,42321,41.3,16401,9101,22008,Cabo Rojo,PR,18.08643,-67.15222,-4,0,18.08643
624,23238,37.2,16832,8072,13092,Penuelas,PR,18.055399,-66.72602,-4,0,18.055399
627,32936,40.1,17579,9738,15927,Camuy,PR,18.435246,-66.85644,-4,0,18.435246
631,1555,48.2,9632,7690,922,Castaner,PR,18.186739,-66.85174,-4,0,18.186739
637,23610,40.9,15736,9158,11506,Sabana Grande,PR,18.073078,-66.94864,-4,0,18.073078
638,17202,40.3,14448,8108,9961,Ciales,PR,18.308139,-66.49835,-4,0,18.308139
641,28332,41.9,16292,8305,14903,Utuado,PR,18.268896,-66.70519,-4,0,18.268896
646,38008,39.4,29160,15397,12709,Dorado,PR,18.442798,-66.27689,-4,0,18.442798
647,5610,47.1,13071,7058,3551,Ensenada,PR,17.964529,-66.93993,-4,0,17.964529
650,14664,38.6,16095,7698,8200,Florida,PR,18.363331,-66.56773,-4,0,18.363331
652,3681,38.8,20564,11439,1597,Garrochales,PR,18.457453,-66.61217,-4,0,18.457453
653,11717,38.7,12236,7279,7737,Guanica,PR,17.992112,-66.90097,-4,0,17.992112
656,19546,40.3,14966,8327,10869,Guayanilla,PR,18.038866,-66.79168,-4,0,18.038866
659,40978,40.7,17770,10360,18522,Hatillo,PR,18.432956,-66.80039,-4,0,18.432956
660,16474,45.1,19674,11588,6476,Hormigueros,PR,18.139108,-67.12085,-4,0,18.139108
662,41341,40.6,16771,8883,21976,Isabela,PR,18.478855,-67.01973,-4,0,18.478855
664,15396,36.3,15401,7134,9164,Jayuya,PR,18.212565,-66.59243,-4,0,18.212565
667,24089,43.6,13843,7256,14529,Lajas,PR,18.017819,-67.04226,-4,0,18.017819
669,26510,40.9,12996,8236,14802,Lares,PR,18.288418,-66.87503,-4,0,18.288418
670,8797,40.1,14456,7293,4982,Las Marias,PR,18.241343,-66.97604,-4,0,18.241343
674,40826,41.1,18032,10520,18834,Manati,PR,18.426137,-66.48697,-4,0,18.426137
676,37862,38.6,13416,7893,21724,Moca,PR,18.37956,-67.08424,-4,0,18.37956
677,14569,44.6,18333,10236,7047,Rincon,PR,18.336121,-67.23675,-4,0,18.336121
678,26642,39.3,15730,9103,13864,Quebradillas,PR,18.442334,-66.93275,-4,0,18.442334
680,48035,41.6,14500,10277,23993,Mayaguez,PR,18.205232,-67.12655,-4,0,18.205232
682,32820,37.3,15315,11236,17330,Mayaguez,PR,18.208402,-67.15428,-4,0,18.208402
683,31627,42.9,15043,9547,16122,San German,PR,18.092807,-67.04524,-4,0,18.092807
685,38849,42.6,14128,8080,21573,San Sebastian,PR,18.332595,-66.98104,-4,0,18.332595
687,31785,37,18739,8816,15639,Morovis,PR,18.31708,-66.41528,-4,0,18.31708
688,12360,40.7,15918,8636,6151,Sabana Hoyos,PR,18.40415,-66.61348,-4,0,18.40415
690,5587,41.9,18491,10644,2752,San Antonio,PR,18.495369,-67.09867,-4,0,18.495369
692,36218,37.6,18076,10586,17824,Vega Alta,PR,18.419666,-66.33186,-4,0,18.419666
693,56327,40,18971,10209,24547,Vega Baja,PR,18.440667,-66.3921,-4,0,18.440667
694,88,73.1,14375,7647,42,Vega Baja,PR,18.443109,-66.398302,-4,0,18.443109
698,37493,42,14487,8139,18728,Yauco,PR,18.06547,-66.85587,-4,0,18.06547
703,27137,40.2,16532,10235,13350,Aguas Buenas,PR,18.246205,-66.12827,-4,0,18.246205
704,7842,36,13960,7585,4461,Aguirre,PR,17.970112,-66.22291,-4,0,17.970112
705,23831,40.6,18207,10172,11827,Aibonito,PR,18.12942,-66.26541,-4,0,18.12942
707,11240,43.5,17489,8761,5945,Maunabo,PR,18.014505,-65.91018,-4,0,18.014505
714,18363,38.8,15820,7685,10346,Arroyo,PR,17.987288,-66.05552,-4,0,17.987288
715,3645,41.3,12440,7579,2439,Mercedita,PR,18.003492,-66.55868,-4,0,18.003492
716,29191,42.2,18514,13034,14157,Ponce,PR,17.999066,-66.59965,-4,0,17.999066
717,17285,36.9,11269,9711,10048,Ponce,PR,18.004303,-66.61374,-4,0,18.004303
718,26073,36.9,18998,10107,12777,Naguabo,PR,18.22048,-65.74293,-4,0,18.22048
719,29684,39,18401,9006,13849,Naranjito,PR,18.294571,-66.25098,-4,0,18.294571
720,21753,37.5,14533,7326,12103,Orocovis,PR,18.217827,-66.42265,-4,0,18.217827
723,17826,43.3,14554,8723,10182,Patillas,PR,18.023196,-66.0131,-4,0,18.023196
725,82822,40.4,20374,12575,34629,Caguas,PR,18.233927,-66.04502,-4,0,18.233927
728,40326,37.7,18097,9181,18782,Ponce,PR,18.013353,-66.65218,-4,0,18.013353
729,52244,38.9,20508,11066,21939,Canovanas,PR,18.35615,-65.89089,-4,0,18.35615
730,32735,41.3,15367,10834,17834,Ponce,PR,18.022626,-66.61727,-4,0,18.022626
731,13862,39.8,16389,9432,7621,Ponce,PR,18.077329,-66.61192,-4,0,18.077329
735,12749,40.7,18947,11580,5579,Ceiba,PR,18.258444,-65.65987,-4,0,18.258444
736,48476,41.3,20166,12391,21635,Cayey,PR,18.112895,-66.15377,-4,0,18.112895
738,31558,40.7,19284,11081,13443,Fajardo,PR,18.32265,-65.66116,-4,0,18.32265
739,37380,38.5,20619,11107,15775,Cidra,PR,18.16984,-66.16271,-4,0,18.16984
740,1517,36.5,12934,7125,928,Puerto Real,PR,18.331711,-65.62761,-4,0,18.331711
741,5168,41,22766,9385,2178,Punta Santiago,PR,18.160755,-65.75765,-4,0,18.160755
745,52624,40.1,22909,10927,19531,Rio Grande,PR,18.366213,-65.82277,-4,0,18.366213
751,22174,39.5,16188,8951,11879,Salinas,PR,17.993803,-66.26534,-4,0,17.993803
754,38636,40.1,18594,10482,17606,San Lorenzo,PR,18.15633,-65.96831,-4,0,18.15633
757,22475,37.2,16816,10478,11045,Santa Isabel,PR,17.98631,-66.39457,-4,0,17.98631
765,8721,41.3,16149,11211,3226,Vieques,PR,18.125664,-65.45603,-4,0,18.125664
766,23931,37.8,19595,10406,11955,Villalba,PR,18.126023,-66.48208,-4,0,18.126023
767,35042,41.6,15573,8668,18314,Yabucoa,PR,18.072752,-65.89703,-4,0,18.072752
769,39605,39.4,19215,10328,19083,Coamo,PR,18.092813,-66.3611,-4,0,18.092813
771,37705,38,20332,10254,17258,Las Piedras,PR,18.18744,-65.87088,-4,0,18.18744
772,20784,37.2,15032,7516,12014,Loiza,PR,18.427674,-65.87605,-4,0,18.427674
773,18952,39.8,19377,10434,8649,Luquillo,PR,18.361344,-65.72133,-4,0,18.361344
775,1480,39.1,23092,11291,615,Culebra,PR,18.311149,-65.29257,-4,0,18.311149
777,40611,37.7,18684,9220,20541,Juncos,PR,18.224088,-65.91316,-4,0,18.224088
778,46852,38.3,32708,16622,14361,Gurabo,PR,18.258628,-65.97791,-4,0,18.258628
780,11679,38,21834,14409,4591,Coto Laurel,PR,18.068538,-66.55939,-4,0,18.068538
782,18196,37.7,13073,6996,10576,Comerio,PR,18.223348,-66.2267,-4,0,18.223348
783,34240,37.9,14476,7823,19045,Corozal,PR,18.304874,-66.32305,-4,0,18.304874
784,41417,37.6,15653,9317,21515,Guayama,PR,17.984137,-66.12779,-4,0,17.984137
791,49551,41.3,18595,11926,22625,Humacao,PR,18.147257,-65.82269,-4,0,18.147257
794,29296,35.4,15667,7702,17589,Barranquitas,PR,18.204294,-66.31058,-4,0,18.204294
795,45573,37.8,20430,10164,21540,Juana Diaz,PR,18.036253,-66.50289,-4,0,18.036253
901,6540,41.3,16929,27466,2754,San Juan,PR,18.465426,-66.10786,-4,0,18.465426
906,91,41.2,101346,70076,14,San Juan,PR,18.46454,-66.10079,-4,0,18.46454
907,16819,48.6,32601,38603,4426,San Juan,PR,18.451131,-66.07798,-4,0,18.451131
909,5430,38.7,17959,15141,2598,San Juan,PR,18.442282,-66.06764,-4,0,18.442282
911,7617,47.8,30978,28595,2230,San Juan,PR,18.45009,-66.0577,-4,0,18.45009
912,5920,42.4,21744,15777,2455,San Juan,PR,18.445946,-66.05928,-4,0,18.445946
913,8495,26.2,5902,7158,6933,San Juan,PR,18.450907,-66.04256,-4,0,18.450907
915,27534,38.9,14048,9136,16416,San Juan,PR,18.436995,-66.04888,-4,0,18.436995
917,18316,45.9,15508,13829,9395,San Juan,PR,18.422263,-66.0513,-4,0,18.422263
918,16595,42.3,23333,20852,6819,San Juan,PR,18.417668,-66.06494,-4,0,18.417668
920,16698,45,25433,14906,5291,San Juan,PR,18.41242,-66.09069,-4,0,18.41242
921,35161,38.7,18690,12707,16019,San Juan,PR,18.394019,-66.08633,-4,0,18.394019
923,24754,39.3,14041,10907,14208,San Juan,PR,18.410681,-66.03806,-4,0,18.410681
924,51699,38.2,19303,12558,23609,San Juan,PR,18.401917,-66.01194,-4,0,18.401917
925,6796,34.6,9903,10804,4145,San Juan,PR,18.400006,-66.05028,-4,0,18.400006
926,99106,43,33624,22687,29413,San Juan,PR,18.361363,-66.0562,-4,0,18.361363
927,13503,45.9,32932,25107,3605,San Juan,PR,18.39184,-66.06867,-4,0,18.39184
949,76058,39,26032,12924,25943,Toa Baja,PR,18.433173,-66.2042,-4,0,18.433173
952,8467,42.3,15434,8998,3983,Sabana Seca,PR,18.429218,-66.18014,-4,0,18.429218
953,72608,37.1,29837,14360,21593,Toa Alta,PR,18.36802,-66.23414,-4,0,18.36802
956,68452,40.4,23322,12226,25233,Bayamon,PR,18.34216,-66.16643,-4,0,18.34216
957,40738,40.2,24438,13000,15055,Bayamon,PR,18.369674,-66.18669,-4,0,18.369674
959,47849,40.2,29737,15979,14152,Bayamon,PR,18.387063,-66.15943,-4,0,18.387063
961,31017,42.3,28455,16714,9469,Bayamon,PR,18.412462,-66.16033,-4,0,18.412462
962,19864,37.1,16135,9871,10780,Catano,PR,18.437683,-66.13847,-4,0,18.437683
965,7659,41.7,15369,11228,4083,Guaynabo,PR,18.431453,-66.11703,-4,0,18.431453
966,16169,45.3,51318,36677,2938,Guaynabo,PR,18.398507,-66.11522,-4,0,18.398507
968,3368,58.1,45811,43889,498,Guaynabo,PR,18.408479,-66.1025,-4,0,18.408479
969,43216,40.4,51604,27897,7746,Guaynabo,PR,18.366981,-66.10889,-4,0,18.366981
971,27449,43.6,20604,14718,10330,Guaynabo,PR,18.329688,-66.11876,-4,0,18.329688
976,60134,39.4,30801,16208,18527,Trujillo Alto,PR,18.346767,-66.00561,-4,0,18.346767
979,15203,48.4,34284,29494,2727,Carolina,PR,18.431885,-66.0127,-4,0,18.431885
982,14514,44.3,25935,14037,5287,Carolina,PR,18.409345,-65.99313,-4,0,18.409345
983,36687,41.1,27149,13585,11804,Carolina,PR,18.414408,-65.97582,-4,0,18.414408
985,32750,41.5,24834,13531,10466,Carolina,PR,18.374896,-65.94691,-4,0,18.374896
987,58583,38.7,32967,16557,14378,Carolina,PR,18.372228,-65.96275,-4,0,18.372228
1001,17537,45.8,57694,33135,1557,Agawam,MA,42.07061,-72.62029,-5,1,42.07061
1002,30280,23.6,52379,27657,7851,Amherst,MA,42.377651,-72.50323,-5,1,42.377651
1003,11131,19.9,2499,4370,57,Amherst,MA,42.369562,-72.63599,-5,1,42.369562
1005,5014,45.4,70325,35334,307,Barre,MA,42.412094,-72.10443,-5,1,42.412094
1007,14906,43.8,86165,39308,855,Belchertown,MA,42.278424,-72.411,-5,1,42.278424
1008,1272,49.9,62750,33933,89,Blandford,MA,42.174313,-72.94828,-5,1,42.174313
1009,384,66.2,59440,26043,171,Bondsville,MA,42.206092,-72.340486,-5,1,42.206092
1010,3724,48.1,86523,39077,156,Brimfield,MA,42.126038,-72.20552,-5,1,42.126038
1011,1507,39.9,75263,30903,102,Chester,MA,42.271442,-73.01958,-5,1,42.271442
1012,531,43.2,70114,37778,60,Chesterfield,MA,42.390836,-72.84356,-5,1,42.390836
1013,23026,35,39868,21738,4151,Chicopee,MA,42.161492,-72.60316,-5,1,42.161492
1020,30148,44.2,58780,30076,3173,Chicopee,MA,42.175992,-72.57265,-5,1,42.175992
1022,2604,37.6,43349,25748,615,Chicopee,MA,42.196666,-72.55606,-5,1,42.196666
1026,958,49.5,51442,30925,45,Cummington,MA,42.465041,-72.91813,-5,1,42.465041
1027,17870,44.9,63699,34386,1773,Easthampton,MA,42.27279,-72.68677,-5,1,42.27279
1028,16156,45.9,85221,38320,708,East Longmeadow,MA,42.066795,-72.5102,-5,1,42.066795
1029,728,47.3,50750,31970,102,East Otis,MA,42.175896,-73.04204,-5,1,42.175896
1030,11211,45.1,71716,33551,1057,Feeding Hills,MA,42.070774,-72.67248,-5,1,42.070774
1031,1151,38.6,41875,27940,199,Gilbertville,MA,42.33071,-72.18833,-5,1,42.33071
1032,551,49.8,78011,37424,12,Goshen,MA,42.45792,-72.81551,-5,1,42.45792
1033,6300,45.8,89965,40222,324,Granby,MA,42.254563,-72.51831,-5,1,42.254563
1034,2313,46.9,87045,36015,186,Granville,MA,42.086224,-72.94464,-5,1,42.086224
1035,5301,47.4,58953,41575,280,Hadley,MA,42.35549,-72.5733,-5,1,42.35549
1036,5193,49.4,81304,39634,206,Hampden,MA,42.064703,-72.41735,-5,1,42.064703
1037,772,46.1,92750,31356,93,Hardwick,MA,42.374202,-72.19524,-5,1,42.374202
1038,2897,51.4,67096,39453,112,Hatfield,MA,42.375155,-72.60832,-5,1,42.375155
1039,1129,54.6,80000,49565,85,Haydenville,MA,42.381475,-72.69259,-5,1,42.381475
1040,40362,35.2,37954,22625,11228,Holyoke,MA,42.201891,-72.6242,-5,1,42.201891
1050,2334,43.7,68869,31233,165,Huntington,MA,42.290209,-72.87942,-5,1,42.290209
1053,1658,53.2,62222,31413,309,Leeds,MA,42.353105,-72.70206,-5,1,42.353105
1054,1997,50.9,87174,46486,120,Leverett,MA,42.479839,-72.49879,-5,1,42.479839
1056,21331,44.4,67715,33247,1195,Ludlow,MA,42.174893,-72.47068,-5,1,42.174893
1057,8801,46.3,78986,35989,501,Monson,MA,42.089269,-72.317,-5,1,42.089269
1060,15729,34.3,57485,36152,1962,Northampton,MA,42.324539,-72.63561,-5,1,42.324539
1062,10587,45.2,73438,38373,1485,Florence,MA,42.324232,-72.67915,-5,1,42.324232
1068,1849,46.7,85938,35289,70,Oakham,MA,42.349769,-72.04413,-5,1,42.349769
1069,8919,47.1,59211,32833,632,Palmer,MA,42.176401,-72.32646,-5,1,42.176401
1070,637,50.2,57000,30342,51,Plainfield,MA,42.515853,-72.91661,-5,1,42.515853
1071,1206,47.9,67132,32683,54,Russell,MA,42.165931,-72.85153,-5,1,42.165931
1072,1490,45.6,72000,36574,182,Shutesbury,MA,42.486027,-72.42208,-5,1,42.486027
1073,6090,46.4,89423,44641,278,Southampton,MA,42.223885,-72.72777,-5,1,42.223885
1075,17755,40.3,66681,32046,1602,South Hadley,MA,42.234891,-72.58243,-5,1,42.234891
1077,9711,46.6,76737,38002,697,Southwick,MA,42.05283,-72.76966,-5,1,42.05283
1079,480,46.3,27105,31721,55,Thorndike,MA,42.192892,-72.329574,-5,1,42.192892
1080,2532,32.7,49844,23355,846,Three Rivers,MA,42.180563,-72.36518,-5,1,42.180563
1081,1827,43.7,50465,26913,94,Wales,MA,42.058024,-72.22517,-5,1,42.058024
1082,10637,41.8,51768,27830,1429,Ware,MA,42.270611,-72.26067,-5,1,42.270611
1083,3182,36.9,65547,24012,290,Warren,MA,42.20468,-72.20259,-5,1,42.20468
1085,41652,39.1,62423,29630,3252,Westfield,MA,42.133642,-72.75029,-5,1,42.133642
1088,399,53.3,51406,32106,32,West Hatfield,MA,42.388831,-72.6321,-5,1,42.388831
1089,28671,39.2,51735,29344,3453,West Springfield,MA,42.112793,-72.64066,-5,1,42.112793
1092,1133,47,75799,33033,172,West Warren,MA,42.210777,-72.23904,-5,1,42.210777
1093,348,52.6,103750,54538,21,Whately,MA,42.442673,-72.652511,-5,1,42.442673
1094,327,54.6,21250,32228,29,Wheelwright,MA,42.358201,-72.140846,-5,1,42.358201
1095,14659,47.2,104128,45406,573,Wilbraham,MA,42.12531,-72.44057,-5,1,42.12531
1096,2607,44.3,77083,36844,214,Williamsburg,MA,42.415236,-72.78271,-5,1,42.415236
1098,1186,50.4,76563,43006,87,Worthington,MA,42.399054,-72.93871,-5,1,42.399054
1103,2409,33.6,16720,21340,1337,Springfield,MA,42.103294,-72.59112,-5,1,42.103294
1104,23635,36,30053,19687,6815,Springfield,MA,42.130343,-72.57338,-5,1,42.130343
1105,11601,32.3,17569,15259,6021,Springfield,MA,42.096644,-72.5798,-5,1,42.096644
1106,16048,46.2,111231,55504,576,Longmeadow,MA,42.050395,-72.5712,-5,1,42.050395
1107,11304,28.8,26772,15178,4784,Springfield,MA,42.120193,-72.6061,-5,1,42.120193
1108,28925,31.7,38499,18875,8877,Springfield,MA,42.084094,-72.55523,-5,1,42.084094
1109,30125,27.9,35191,15703,8071,Springfield,MA,42.116277,-72.55031,-5,1,42.116277
1118,14774,36.8,61112,29498,2145,Springfield,MA,42.093144,-72.5291,-5,1,42.093144
1119,13236,34.7,47439,22681,2107,Springfield,MA,42.128442,-72.50932,-5,1,42.128442
1128,2798,48.3,65977,35083,55,Springfield,MA,42.095344,-72.48857,-5,1,42.095344
1129,6750,42.9,63895,30597,699,Springfield,MA,42.121031,-72.4896,-5,1,42.121031
1151,8884,32.7,40360,18717,1936,Indian Orchard,MA,42.153926,-72.50531,-5,1,42.153926
1201,44775,44,47614,30286,6415,Pittsfield,MA,42.45384,-73.254,-5,1,42.45384
1220,8211,45.8,49777,28827,910,Adams,MA,42.619727,-73.11842,-5,1,42.619727
1222,818,49.2,74583,39128,36,Ashley Falls,MA,42.057496,-73.32177,-5,1,42.057496
1223,2351,51.8,77857,39393,141,Becket,MA,42.314449,-73.09335,-5,1,42.314449
1224,209,49.8,38446,22355,21,Berkshire,MA,42.3929,-73.228483,-5,1,42.3929
1225,3169,48.2,61512,33984,126,Cheshire,MA,42.551731,-73.1653,-5,1,42.551731
1226,6839,48.9,61063,34994,678,Dalton,MA,42.476575,-73.11547,-5,1,42.476575
1229,86,67.4,29000,18577,5,Glendale,MA,42.279292,-73.343545,-5,1,42.279292
1230,8359,49.9,65214,37450,406,Great Barrington,MA,42.189715,-73.35249,-5,1,42.189715
1235,2671,49.6,63000,35609,208,Hinsdale,MA,42.433661,-73.09278,-5,1,42.433661
1236,1197,42.2,57014,32948,24,Housatonic,MA,42.266874,-73.36236,-5,1,42.266874
1237,2662,46.9,84615,33634,151,Lanesboro,MA,42.557346,-73.24364,-5,1,42.557346
1238,5917,46.5,67708,33536,452,Lee,MA,42.299263,-73.2327,-5,1,42.299263
1240,4493,57.2,68948,53659,163,Lenox,MA,42.36237,-73.27683,-5,1,42.36237
1242,475,33.8,81172,29336,4,Lenox Dale,MA,42.336557,-73.24599,-5,1,42.336557
1243,333,57.3,71979,51112,25,Middlefield,MA,42.356088,-73.010448,-5,1,42.356088
1244,108,60.8,55556,41983,10,Mill River,MA,42.139104,-73.20312,-5,1,42.139104
1245,803,55.8,69821,49853,73,Monterey,MA,42.180659,-73.20849,-5,1,42.180659
1247,15703,43.6,40928,24982,2434,North Adams,MA,42.696064,-73.10145,-5,1,42.696064
1253,742,59.8,74554,45803,39,Otis,MA,42.198403,-73.10205,-5,1,42.198403
1254,977,58.3,92083,67240,71,Richmond,MA,42.374711,-73.36336,-5,1,42.374711
1255,859,50.2,68636,36882,33,Sandisfield,MA,42.088973,-73.12444,-5,1,42.088973
1256,764,47.3,55375,29340,63,Savoy,MA,42.592506,-73.01123,-5,1,42.592506
1257,2138,53.1,59500,46014,223,Sheffield,MA,42.102694,-73.36591,-5,1,42.102694
1258,357,61.7,57917,46676,28,South Egremont,MA,42.103122,-73.45734,-5,1,42.103122
1259,506,60.6,62727,58770,26,Southfield,MA,42.0645,-73.24674,-5,1,42.0645
1260,447,32.9,112756,28091,24,South Lee,MA,42.286586,-73.313274,-5,1,42.286586
1262,1110,56.9,36042,38369,141,Stockbridge,MA,42.283216,-73.31423,-5,1,42.283216
1264,205,58.4,80000,49908,53,Tyringham,MA,42.224905,-73.20394,-5,1,42.224905
1266,1360,55.5,74107,45261,79,West Stockbridge,MA,42.328535,-73.36407,-5,1,42.328535
1267,7853,31.9,78068,33267,589,Williamstown,MA,42.689962,-73.22355,-5,1,42.689962
1270,813,50.1,80000,45778,50,Windsor,MA,42.443726,-73.116127,-5,1,42.443726
1301,17715,44.1,48477,30169,2220,Greenfield,MA,42.605524,-72.60098,-5,1,42.605524
1330,1468,49.3,74167,41585,109,Ashfield,MA,42.521131,-72.81116,-5,1,42.521131
1331,13281,44.7,53733,27402,1789,Athol,MA,42.579931,-72.20836,-5,1,42.579931
1337,2626,50,66085,34785,238,Bernardston,MA,42.678023,-72.55569,-5,1,42.678023
1338,170,59.6,57750,24208,21,Buckland,MA,42.569498,-72.802,-5,1,42.569498
1339,1472,50.5,55313,29754,168,Charlemont,MA,42.626858,-72.87939,-5,1,42.626858
1340,1642,53.7,53125,29428,227,Colrain,MA,42.673371,-72.73104,-5,1,42.673371
1341,1743,50.9,101023,51004,40,Conway,MA,42.508313,-72.70403,-5,1,42.508313
1342,1759,43.9,106146,41962,157,Deerfield,MA,42.542322,-72.6091,-5,1,42.542322
1344,1518,41.9,70109,28889,159,Erving,MA,42.607051,-72.41396,-5,1,42.607051
1346,464,49.1,60208,34662,32,Heath,MA,42.669255,-72.80494,-5,1,42.669255
1347,126,46,52647,27629,17,Lake Pleasant,MA,42.556558,-72.518104,-5,1,42.556558
1349,1231,37.7,61630,26995,84,Turners Falls,MA,42.5737,-72.50525,-5,1,42.5737
1350,86,54.7,31458,27507,7,Monroe Bridge,MA,42.712257,-72.97629,-5,1,42.712257
1351,2209,46.9,82548,40829,194,Montague,MA,42.534976,-72.52522,-5,1,42.534976
1354,1604,47.6,69226,38346,92,Northfield,MA,42.522178,-72.624164,-5,1,42.522178
1355,917,50.8,70313,36789,56,New Salem,MA,42.485899,-72.33345,-5,1,42.485899
1360,3012,46,69028,33657,118,Northfield,MA,42.682285,-72.45649,-5,1,42.682285
1364,7819,45.4,43413,23103,794,Orange,MA,42.599614,-72.29263,-5,1,42.599614
1366,1218,51,65529,35783,64,Petersham,MA,42.474718,-72.21226,-5,1,42.474718
1367,605,44.4,55469,28197,107,Rowe,MA,42.694883,-72.90962,-5,1,42.694883
1368,1316,51.1,72813,32809,134,Royalston,MA,42.671012,-72.16999,-5,1,42.671012
1370,4032,51.3,54036,37400,388,Shelburne Falls,MA,42.603447,-72.72754,-5,1,42.603447
1373,4160,49.5,74022,38682,332,South Deerfield,MA,42.472734,-72.62452,-5,1,42.472734
1375,3662,31.3,54886,36664,593,Sunderland,MA,42.449978,-72.56302,-5,1,42.449978
1376,5096,44.1,43750,25887,953,Turners Falls,MA,42.609425,-72.54438,-5,1,42.609425
1378,744,55.7,57885,30777,43,Warwick,MA,42.667152,-72.32729,-5,1,42.667152
1379,836,51.2,43500,28998,148,Wendell,MA,42.547274,-72.41724,-5,1,42.547274
1420,40666,35.4,51412,24887,6961,Fitchburg,MA,42.578689,-71.80338,-5,1,42.578689
1430,6210,41.1,85064,33886,290,Ashburnham,MA,42.658768,-71.93287,-5,1,42.658768
1431,3195,45.9,95833,36900,248,Ashby,MA,42.672005,-71.8137,-5,1,42.672005
1432,7703,39.1,79750,42774,940,Ayer,MA,42.549821,-71.59136,-5,1,42.549821
1436,3460,43.3,60156,31607,164,Baldwinville,MA,42.608903,-72.08021,-5,1,42.608903
1438,563,60.1,74142,36265,17,East Templeton,MA,42.563367,-72.03498,-5,1,42.563367
1440,20496,40.6,48915,25866,3222,Gardner,MA,42.575355,-71.99183,-5,1,42.575355
1450,11282,45.6,123918,53410,483,Groton,MA,42.609887,-71.55722,-5,1,42.609887
1451,4630,47.2,143625,60666,178,Harvard,MA,42.505928,-71.5888,-5,1,42.505928
1452,4581,45.7,93387,38657,109,Hubbardston,MA,42.477515,-71.99654,-5,1,42.477515
1453,41446,40.2,57610,30775,5511,Leominster,MA,42.526523,-71.75358,-5,1,42.526523
1460,9754,44.4,119177,49934,370,Littleton,MA,42.540052,-71.49085,-5,1,42.540052
1462,11150,44.1,97775,41737,912,Lunenburg,MA,42.582839,-71.72051,-5,1,42.582839
1463,12049,42.9,90029,40919,674,Pepperell,MA,42.665686,-71.5929,-5,1,42.665686
1464,7572,42.3,67541,31903,625,Shirley,MA,42.559289,-71.64555,-5,1,42.559289
1467,511,51.4,98036,42565,77,Still River,MA,42.488666,-71.62412,-5,1,42.488666
1468,4124,47.2,64872,38444,174,Templeton,MA,42.557796,-72.06824,-5,1,42.557796
1469,7454,39.2,84489,39302,288,Townsend,MA,42.658738,-71.69204,-5,1,42.658738
1473,7566,44.7,100071,43218,117,Westminster,MA,42.544622,-71.9021,-5,1,42.544622
1474,1964,44.5,84851,47724,89,West Townsend,MA,42.669408,-71.74578,-5,1,42.669408
1475,10738,41.3,64539,29400,1166,Winchendon,MA,42.675441,-72.0467,-5,1,42.675441
1501,16412,46.8,74576,38476,742,Auburn,MA,42.20361,-71.83843,-5,1,42.20361
1503,3098,47.6,97417,48547,89,Berlin,MA,42.380562,-71.62665,-5,1,42.380562
1504,9201,41.6,80260,35249,365,Blackstone,MA,42.028147,-71.52999,-5,1,42.028147
1505,4524,42.7,97074,46148,184,Boylston,MA,42.338392,-71.73026,-5,1,42.338392
1506,3406,44.9,64219,37864,311,Brookfield,MA,42.200374,-72.09787,-5,1,42.200374
1507,13379,43.1,93921,39167,618,Charlton,MA,42.135142,-71.96961,-5,1,42.135142
1510,13855,38.9,68362,33410,826,Clinton,MA,42.418836,-71.68482,-5,1,42.418836
1515,2123,42.2,80234,36927,100,East Brookfield,MA,42.212777,-72.05311,-5,1,42.212777
1516,8745,41.7,94531,37825,361,Douglas,MA,42.061437,-71.72887,-5,1,42.061437
1518,3490,42.6,58438,39866,123,Fiskdale,MA,42.12515,-72.12393,-5,1,42.12515
1519,6657,43.5,106250,49307,266,Grafton,MA,42.201674,-71.68771,-5,1,42.201674
1520,15061,41.8,99674,43270,534,Holden,MA,42.338962,-71.84434,-5,1,42.338962
1521,2510,43.7,78348,34752,103,Holland,MA,42.054676,-72.16137,-5,1,42.054676
1522,3497,41.2,104508,44718,327,Jefferson,MA,42.369658,-71.87418,-5,1,42.369658
1523,7735,38.4,104630,35322,333,Lancaster,MA,42.473131,-71.67946,-5,1,42.473131
1524,6702,45.4,64135,34311,440,Leicester,MA,42.238942,-71.91908,-5,1,42.238942
1527,13521,43.2,74713,37951,797,Millbury,MA,42.196144,-71.76272,-5,1,42.196144
1529,3237,41.8,90500,37644,142,Millville,MA,42.036396,-71.57798,-5,1,42.036396
1531,1247,46.8,84432,37371,102,New Braintree,MA,42.317121,-72.12248,-5,1,42.317121
1532,14918,43.7,111875,52500,546,Northborough,MA,42.321917,-71.64692,-5,1,42.321917
